document_number,debit_credit,date,amount,quantity,account_id,product_id,procurement_id,service_id,vendor_id,customer_id,flow_variant,flow_type
78002392,Debit,2022-03-07,-7651.14,-1.0,51846,,,,,,main,CashFlow
78002392,Credit,2022-03-07,-39835.95,-1.0,59150,,,,,,main,CashFlow
78002392,Debit,2022-03-07,-1345.93,-1.0,45399,,,,,,main,CashFlow
78002392,Debit,2022-03-07,-67952.93,-1.0,19210,,,,,,main,CashFlow
78002392,Credit,2022-03-07,-42443.92,-1.0,16629,,,,,,main,CashFlow
78002392,Credit,2022-03-07,-330.26,-1.0,59094,,,,,,main,CashFlow
78002392,Credit,2022-03-07,-8686.24,-1.0,56495,,,,,,main,CashFlow
78002392,Debit,2022-03-07,-3032.96,-1.0,48685,,,,,,main,CashFlow
78002392,Credit,2022-03-07,-9249.5,-1.0,59150,,,,,,main,CashFlow
78002392,Credit,2022-03-07,-27629.41,-1.0,10211,,,,,,main,CashFlow
78002392,Debit,2022-03-07,-74122.49,-1.0,16616,,,,,,main,CashFlow
78002392,Debit,2022-03-07,-5125.09,-1.0,55167,,,,,,main,CashFlow
78002393,Credit,2022-05-16,160124.08,-1.0,39126,,,,,,main,CashFlow
78002393,Credit,2022-05-16,8808.3,-1.0,51846,,,,,,main,CashFlow
78002393,Debit,2022-05-16,164833.61,-1.0,40871,,,,,,main,CashFlow
78002393,Debit,2022-05-16,55590.51,-1.0,40871,,,,,,main,CashFlow
78002393,Debit,2022-05-16,45958.39,-1.0,16616,,,,,,main,CashFlow
78002394,Debit,2020-09-17,10982.48,-1.0,16616,,,,,,main,CashFlow
78002394,Credit,2020-09-17,2170.59,-1.0,16272,,,,,,main,CashFlow
78002394,Debit,2020-09-17,8142.74,-1.0,16272,,,,,,main,CashFlow
78002394,Credit,2020-09-17,27142.72,-1.0,23454,,,,,,main,CashFlow
78002394,Debit,2020-09-17,23535.59,-1.0,48510,,,,,,main,CashFlow
78002394,Debit,2020-09-17,9970.2,-1.0,12307,,,,,,main,CashFlow
78002394,Credit,2020-09-17,4557.72,-1.0,59094,,,,,,main,CashFlow
78002394,Debit,2020-09-17,22986.36,-1.0,10721,,,,,,main,CashFlow
78002394,Credit,2020-09-17,46419.62,-1.0,52432,,,,,,main,CashFlow
78002394,Credit,2020-09-17,19176.21,-1.0,10211,,,,,,main,CashFlow
78002394,Debit,2020-09-17,12350.58,-1.0,59094,,,,,,main,CashFlow
78002394,Debit,2020-09-17,27370.98,-1.0,12071,,,,,,main,CashFlow
78002394,Debit,2020-09-17,11642.25,-1.0,55167,,,,,,main,CashFlow
78002394,Credit,2020-09-17,2806.51,-1.0,12071,,,,,,main,CashFlow
78002394,Debit,2020-09-17,23402.54,-1.0,41493,,,,,,main,CashFlow
78002394,Debit,2020-09-17,134.25,-1.0,15015,,,,,,main,CashFlow
78002394,Credit,2020-09-17,506.83,-1.0,45399,,,,,,main,CashFlow
78002394,Credit,2020-09-17,11777.64,-1.0,32395,,,,,,main,CashFlow
78002394,Credit,2020-09-17,1422.4,-1.0,12773,,,,,,main,CashFlow
78002394,Credit,2020-09-17,11806.78,-1.0,15015,,,,,,main,CashFlow
78002395,Debit,2024-04-16,-990976.08,-1.0,45399,,,,,,main,CashFlow
78002395,Credit,2024-04-16,-778408.34,-1.0,16629,,,,,,main,CashFlow
78002395,Debit,2024-04-16,-41659.66,-1.0,12071,,,,,,main,CashFlow
78002395,Credit,2024-04-16,-756858.79,-1.0,15015,,,,,,main,CashFlow
78002395,Debit,2024-04-16,-5330643.25,-1.0,16272,,,,,,main,CashFlow
78002395,Credit,2024-04-16,-1506988.41,-1.0,45399,,,,,,main,CashFlow
78002395,Credit,2024-04-16,-3179994.71,-1.0,22231,,,,,,main,CashFlow
78002395,Credit,2024-04-16,-1277931.32,-1.0,52432,,,,,,main,CashFlow
78002395,Credit,2024-04-16,-127139.72,-1.0,19210,,,,,,main,CashFlow
78002395,Debit,2024-04-16,-88274.36,-1.0,55167,,,,,,main,CashFlow
78002395,Credit,2024-04-16,-1448994.81,-1.0,59094,,,,,,main,CashFlow
78002395,Credit,2024-04-16,-650480.54,-1.0,59094,,,,,,main,CashFlow
78002395,Credit,2024-04-16,-5318.0,-1.0,50672,,,,,,main,CashFlow
78002395,Debit,2024-04-16,-681395.04,-1.0,36344,,,,,,main,CashFlow
78002395,Debit,2024-04-16,-961748.02,-1.0,54859,,,,,,main,CashFlow
78002395,Debit,2024-04-16,-560294.86,-1.0,41645,,,,,,main,CashFlow
78002396,Debit,2020-06-08,77027.99,-1.0,54857,,,,,,main,CashFlow
78002396,Credit,2020-06-08,4253.79,-1.0,39126,,,,,,main,CashFlow
78002396,Credit,2020-06-08,15482.27,-1.0,31043,,,,,,main,CashFlow
78002396,Credit,2020-06-08,4933.36,-1.0,23454,,,,,,main,CashFlow
78002396,Credit,2020-06-08,46158.5,-1.0,12767,,,,,,main,CashFlow
78002396,Credit,2020-06-08,60403.86,-1.0,48685,,,,,,main,CashFlow
78002396,Debit,2020-06-08,80467.68,-1.0,54857,,,,,,main,CashFlow
78002396,Debit,2020-06-08,21687.76,-1.0,16616,,,,,,main,CashFlow
78002396,Debit,2020-06-08,114444.42,-1.0,41645,,,,,,main,CashFlow
78002396,Credit,2020-06-08,29793.87,-1.0,48510,,,,,,main,CashFlow
78002396,Credit,2020-06-08,21693.83,-1.0,26169,,,,,,main,CashFlow
78002396,Debit,2020-06-08,11344.59,-1.0,12071,,,,,,main,CashFlow
78002396,Debit,2020-06-08,14578.54,-1.0,16629,,,,,,main,CashFlow
78002397,Credit,2025-11-04,276753.42,-1.0,22231,,,,,,main,CashFlow
78002397,Credit,2025-11-04,1430063.97,-1.0,17086,,,,,,main,CashFlow
78002397,Credit,2025-11-04,1226984.89,-1.0,15015,,,,,,main,CashFlow
78002397,Credit,2025-11-04,408494.89,-1.0,59150,,,,,,main,CashFlow
78002397,Credit,2025-11-04,177558.54,-1.0,41493,,,,,,main,CashFlow
78002397,Debit,2025-11-04,510627.99,-1.0,52432,,,,,,main,CashFlow
78002397,Credit,2025-11-04,275110.09,-1.0,45399,,,,,,main,CashFlow
78002397,Credit,2025-11-04,1110549.82,-1.0,36344,,,,,,main,CashFlow
78002397,Credit,2025-11-04,315237.68,-1.0,59473,,,,,,main,CashFlow
78002397,Credit,2025-11-04,1648504.8,-1.0,16616,,,,,,main,CashFlow
78002397,Debit,2025-11-04,16349.47,-1.0,59473,,,,,,main,CashFlow
78002398,Credit,2023-09-09,131317.93,-1.0,16272,,,,,,main,CashFlow
78002398,Credit,2023-09-09,105353.92,-1.0,36344,,,,,,main,CashFlow
78002398,Credit,2023-09-09,17636.18,-1.0,55167,,,,,,main,CashFlow
78002398,Debit,2023-09-09,20950.7,-1.0,45399,,,,,,main,CashFlow
78002398,Credit,2023-09-09,71214.2,-1.0,12773,,,,,,main,CashFlow
78002398,Credit,2023-09-09,40609.7,-1.0,56495,,,,,,main,CashFlow
78002399,Debit,2022-08-15,295.28,-1.0,56495,,,,,,main,CashFlow
78002399,Credit,2022-08-15,546.11,-1.0,46012,,,,,,main,CashFlow
78002399,Credit,2022-08-15,313.88,-1.0,50672,,,,,,main,CashFlow
78002399,Debit,2022-08-15,281.86,-1.0,46012,,,,,,main,CashFlow
78002399,Debit,2022-08-15,1088.43,-1.0,15015,,,,,,main,CashFlow
78002399,Debit,2022-08-15,338.52,-1.0,15842,,,,,,main,CashFlow
78002399,Credit,2022-08-15,256.86,-1.0,36344,,,,,,main,CashFlow
78002400,Debit,2021-04-17,107426.13,-1.0,52432,,,,,,main,CashFlow
78002400,Credit,2021-04-17,68259.88,-1.0,22231,,,,,,main,CashFlow
78002400,Credit,2021-04-17,13889.55,-1.0,16616,,,,,,main,CashFlow
78002400,Credit,2021-04-17,24874.33,-1.0,37097,,,,,,main,CashFlow
78002400,Debit,2021-04-17,13571.31,-1.0,48685,,,,,,main,CashFlow
78002400,Debit,2021-04-17,1856.2,-1.0,52432,,,,,,main,CashFlow
78002400,Debit,2021-04-17,162258.43,-1.0,41645,,,,,,main,CashFlow
78002400,Credit,2021-04-17,411655.61,-1.0,10211,,,,,,main,CashFlow
78002400,Debit,2021-04-17,573604.16,-1.0,35814,,,,,,main,CashFlow
78002400,Credit,2021-04-17,152209.5,-1.0,19210,,,,,,main,CashFlow
78002400,Credit,2021-04-17,37330.79,-1.0,16616,,,,,,main,CashFlow
78002400,Debit,2021-04-17,16194.38,-1.0,12307,,,,,,main,CashFlow
78002400,Credit,2021-04-17,54371.29,-1.0,41645,,,,,,main,CashFlow
78002400,Credit,2021-04-17,16929.48,-1.0,40871,,,,,,main,CashFlow
78002400,Credit,2021-04-17,184938.25,-1.0,59094,,,,,,main,CashFlow
78002400,Debit,2021-04-17,166169.02,-1.0,51846,,,,,,main,CashFlow
78002400,Debit,2021-04-17,308254.18,-1.0,59150,,,,,,main,CashFlow
78002400,Credit,2021-04-17,123617.85,-1.0,54857,,,,,,main,CashFlow
78002400,Credit,2021-04-17,47188.46,-1.0,37097,,,,,,main,CashFlow
78002400,Credit,2021-04-17,234932.44,-1.0,26064,,,,,,main,CashFlow
78002401,Debit,2023-12-10,64306.04,-1.0,39126,,,,,,variant,CashFlow
78002401,Debit,2023-12-10,51134.02,-1.0,55167,,,,,,variant,CashFlow
78002401,Debit,2023-12-10,30136.21,-1.0,12071,,,,,,variant,CashFlow
78002401,Credit,2023-12-10,26241.74,-1.0,15842,,,,,,variant,CashFlow
78002401,Credit,2023-12-10,38289.32,-1.0,15842,,,,,,variant,CashFlow
78002401,Debit,2023-12-10,39542.53,-1.0,22231,,,,,,variant,CashFlow
78002401,Debit,2023-12-10,66202.01,-1.0,48685,,,,,,variant,CashFlow
78002401,Credit,2023-12-10,50917.77,-1.0,15842,,,,,,variant,CashFlow
78002401,Debit,2023-12-10,39870.47,-1.0,15842,,,,,,variant,CashFlow
78002401,Debit,2023-12-10,245775.2,-1.0,26169,,,,,,variant,CashFlow
78002401,Credit,2023-12-10,223815.52,-1.0,15842,,,,,,variant,CashFlow
78002401,Credit,2023-12-10,61780.14,-1.0,15842,,,,,,variant,CashFlow
78002401,Debit,2023-12-10,43153.59,-1.0,55167,,,,,,variant,CashFlow
78002401,Credit,2023-12-10,21403.12,-1.0,15842,,,,,,variant,CashFlow
78002402,Debit,2024-07-23,-3226.46,-1.0,17086,,,,,,main,CashFlow
78002402,Credit,2024-07-23,-101456.09,-1.0,36344,,,,,,main,CashFlow
78002402,Debit,2024-07-23,-2303.59,-1.0,16629,,,,,,main,CashFlow
78002402,Debit,2024-07-23,-4986.34,-1.0,48685,,,,,,main,CashFlow
78002402,Debit,2024-07-23,-13223.16,-1.0,17086,,,,,,main,CashFlow
78002402,Debit,2024-07-23,-17904.55,-1.0,15842,,,,,,main,CashFlow
78002402,Credit,2024-07-23,-85195.54,-1.0,45399,,,,,,main,CashFlow
78002402,Debit,2024-07-23,-56451.07,-1.0,12071,,,,,,main,CashFlow
78002402,Debit,2024-07-23,-14639.95,-1.0,12307,,,,,,main,CashFlow
78002402,Credit,2024-07-23,-8251.99,-1.0,37097,,,,,,main,CashFlow
78002402,Debit,2024-07-23,-17826.63,-1.0,54859,,,,,,main,CashFlow
78002402,Debit,2024-07-23,-10532.8,-1.0,12307,,,,,,main,CashFlow
78002402,Debit,2024-07-23,-12410.57,-1.0,16272,,,,,,main,CashFlow
78002402,Credit,2024-07-23,-22763.31,-1.0,46012,,,,,,main,CashFlow
78002402,Credit,2024-07-23,-14499.91,-1.0,12773,,,,,,main,CashFlow
78002402,Credit,2024-07-23,-25083.65,-1.0,59150,,,,,,main,CashFlow
78002402,Credit,2024-07-23,-24086.35,-1.0,35814,,,,,,main,CashFlow
78002402,Credit,2024-07-23,-28447.77,-1.0,48685,,,,,,main,CashFlow
78002402,Credit,2024-07-23,-2704.29,-1.0,41645,,,,,,main,CashFlow
78002403,Credit,2024-07-04,20870.91,-1.0,12773,,,,,,main,CashFlow
78002403,Debit,2024-07-04,8517.87,-1.0,15015,,,,,,main,CashFlow
78002403,Credit,2024-07-04,809963.99,-1.0,54857,,,,,,main,CashFlow
78002403,Debit,2024-07-04,78682.66,-1.0,23454,,,,,,main,CashFlow
78002403,Credit,2024-07-04,151893.64,-1.0,12071,,,,,,main,CashFlow
78002403,Credit,2024-07-04,207556.1,-1.0,26064,,,,,,main,CashFlow
78002403,Debit,2024-07-04,63252.6,-1.0,41645,,,,,,main,CashFlow
78002403,Credit,2024-07-04,476242.42,-1.0,51846,,,,,,main,CashFlow
78002403,Debit,2024-07-04,479898.87,-1.0,36344,,,,,,main,CashFlow
78002403,Debit,2024-07-04,71420.56,-1.0,54857,,,,,,main,CashFlow
78002403,Credit,2024-07-04,274447.39,-1.0,31043,,,,,,main,CashFlow
78002403,Debit,2024-07-04,502343.28,-1.0,56495,,,,,,main,CashFlow
78002403,Credit,2024-07-04,214893.52,-1.0,23454,,,,,,main,CashFlow
78002403,Debit,2024-07-04,87764.35,-1.0,15842,,,,,,main,CashFlow
78002403,Debit,2024-07-04,508337.26,-1.0,10721,,,,,,main,CashFlow
78002404,Credit,2021-04-10,173030.84,-1.0,59094,,,,,,main,CashFlow
78002404,Credit,2021-04-10,87274.92,-1.0,59150,,,,,,main,CashFlow
78002404,Debit,2021-04-10,40858.62,-1.0,17086,,,,,,main,CashFlow
78002404,Debit,2021-04-10,26385.89,-1.0,26169,,,,,,main,CashFlow
78002404,Debit,2021-04-10,257250.9,-1.0,12307,,,,,,main,CashFlow
78002404,Credit,2021-04-10,4295.31,-1.0,19210,,,,,,main,CashFlow
78002404,Credit,2021-04-10,44483.82,-1.0,32395,,,,,,main,CashFlow
78002404,Credit,2021-04-10,135117.53,-1.0,46012,,,,,,main,CashFlow
78002404,Credit,2021-04-10,217982.3,-1.0,15842,,,,,,main,CashFlow
78002404,Credit,2021-04-10,14998.65,-1.0,48510,,,,,,main,CashFlow
78002404,Debit,2021-04-10,86006.12,-1.0,31043,,,,,,main,CashFlow
78002404,Credit,2021-04-10,127357.26,-1.0,56495,,,,,,main,CashFlow
78002405,Debit,2023-03-10,-3198681.71,-1.0,59473,,,,,,main,CashFlow
78002405,Debit,2023-03-10,-1440628.39,-1.0,59094,,,,,,main,CashFlow
78002405,Credit,2023-03-10,-3028986.85,-1.0,22231,,,,,,main,CashFlow
78002405,Debit,2023-03-10,-4391990.74,-1.0,15015,,,,,,main,CashFlow
78002405,Debit,2023-03-10,-1301067.27,-1.0,26064,,,,,,main,CashFlow
78002405,Credit,2023-03-10,-5788903.78,-1.0,16272,,,,,,main,CashFlow
78002405,Debit,2023-03-10,-2771711.39,-1.0,15015,,,,,,main,CashFlow
78002405,Debit,2023-03-10,-5511284.63,-1.0,31043,,,,,,main,CashFlow
78002405,Debit,2023-03-10,-400867.27,-1.0,54857,,,,,,main,CashFlow
78002405,Credit,2023-03-10,-539561.41,-1.0,41493,,,,,,main,CashFlow
78002405,Debit,2023-03-10,-363320.86,-1.0,17086,,,,,,main,CashFlow
78002405,Debit,2023-03-10,-1976996.14,-1.0,35814,,,,,,main,CashFlow
78002405,Credit,2023-03-10,-1141313.49,-1.0,12767,,,,,,main,CashFlow
78002405,Debit,2023-03-10,-4185480.67,-1.0,15015,,,,,,main,CashFlow
78002405,Credit,2023-03-10,-1575641.49,-1.0,41493,,,,,,main,CashFlow
78002406,Debit,2023-03-16,21176.78,-1.0,10211,,,,,,variant,CashFlow
78002406,Debit,2023-03-16,41553.87,-1.0,16272,,,,,,variant,CashFlow
78002406,Credit,2023-03-16,11477.61,-1.0,12071,,,,,,variant,CashFlow
78002406,Debit,2023-03-16,17455.29,-1.0,45399,,,,,,variant,CashFlow
78002406,Debit,2023-03-16,13140.11,-1.0,54859,,,,,,variant,CashFlow
78002406,Credit,2023-03-16,4672.5,-1.0,12071,,,,,,variant,CashFlow
78002406,Debit,2023-03-16,65976.48,-1.0,41493,,,,,,variant,CashFlow
78002406,Credit,2023-03-16,24687.02,-1.0,12071,,,,,,variant,CashFlow
78002406,Debit,2023-03-16,14638.67,-1.0,17086,,,,,,variant,CashFlow
78002406,Debit,2023-03-16,4360.83,-1.0,15015,,,,,,variant,CashFlow
78002406,Debit,2023-03-16,1246.34,-1.0,46012,,,,,,variant,CashFlow
78002406,Credit,2023-03-16,24913.09,-1.0,12071,,,,,,variant,CashFlow
78002406,Credit,2023-03-16,1980.71,-1.0,12071,,,,,,variant,CashFlow
78002406,Credit,2023-03-16,3222.53,-1.0,12071,,,,,,variant,CashFlow
78002406,Debit,2023-03-16,7222.06,-1.0,40871,,,,,,variant,CashFlow
78002406,Credit,2023-03-16,4003.76,-1.0,12071,,,,,,variant,CashFlow
78002406,Debit,2023-03-16,9625.45,-1.0,39126,,,,,,variant,CashFlow
78002406,Credit,2023-03-16,5411.66,-1.0,12071,,,,,,variant,CashFlow
78002406,Credit,2023-03-16,5555.6,-1.0,12071,,,,,,variant,CashFlow
78002407,Credit,2021-03-25,86710.11,-1.0,48510,,,,,,main,CashFlow
78002407,Debit,2021-03-25,15870.94,-1.0,31043,,,,,,main,CashFlow
78002407,Credit,2021-03-25,10134.49,-1.0,59473,,,,,,main,CashFlow
78002407,Debit,2021-03-25,8756.01,-1.0,17086,,,,,,main,CashFlow
78002407,Credit,2021-03-25,35600.85,-1.0,54857,,,,,,main,CashFlow
78002407,Debit,2021-03-25,18684.25,-1.0,16616,,,,,,main,CashFlow
78002407,Credit,2021-03-25,11941.67,-1.0,51846,,,,,,main,CashFlow
78002407,Credit,2021-03-25,1043.54,-1.0,16616,,,,,,main,CashFlow
78002407,Credit,2021-03-25,42503.39,-1.0,52432,,,,,,main,CashFlow
78002407,Debit,2021-03-25,32589.12,-1.0,23454,,,,,,main,CashFlow
78002408,Debit,2022-04-14,118183.55,-1.0,37097,,,,,,variant,CashFlow
78002408,Credit,2022-04-14,69948.81,-1.0,15842,,,,,,variant,CashFlow
78002408,Debit,2022-04-14,63099.67,-1.0,26169,,,,,,variant,CashFlow
78002408,Debit,2022-04-14,55147.41,-1.0,26169,,,,,,variant,CashFlow
78002408,Credit,2022-04-14,39377.47,-1.0,15842,,,,,,variant,CashFlow
78002408,Credit,2022-04-14,31976.74,-1.0,15842,,,,,,variant,CashFlow
78002408,Debit,2022-04-14,129735.46,-1.0,16272,,,,,,variant,CashFlow
78002408,Debit,2022-04-14,30285.85,-1.0,35814,,,,,,variant,CashFlow
78002408,Credit,2022-04-14,14478.92,-1.0,15842,,,,,,variant,CashFlow
78002408,Debit,2022-04-14,67252.41,-1.0,59150,,,,,,variant,CashFlow
78002408,Debit,2022-04-14,194070.11,-1.0,16272,,,,,,variant,CashFlow
78002408,Debit,2022-04-14,20028.87,-1.0,41645,,,,,,variant,CashFlow
78002408,Credit,2022-04-14,29608.49,-1.0,15842,,,,,,variant,CashFlow
78002408,Credit,2022-04-14,87046.58,-1.0,15842,,,,,,variant,CashFlow
78002408,Credit,2022-04-14,48144.51,-1.0,15842,,,,,,variant,CashFlow
78002408,Credit,2022-04-14,80524.01,-1.0,15842,,,,,,variant,CashFlow
78002409,Debit,2023-04-14,20579.64,-1.0,12307,,,,,,main,CashFlow
78002409,Debit,2023-04-14,12984.14,-1.0,37097,,,,,,main,CashFlow
78002409,Debit,2023-04-14,37078.32,-1.0,10721,,,,,,main,CashFlow
78002409,Credit,2023-04-14,74666.45,-1.0,39126,,,,,,main,CashFlow
78002409,Debit,2023-04-14,13699.24,-1.0,10211,,,,,,main,CashFlow
78002409,Credit,2023-04-14,31142.37,-1.0,26064,,,,,,main,CashFlow
78002409,Debit,2023-04-14,69826.21,-1.0,41493,,,,,,main,CashFlow
78002409,Credit,2023-04-14,19367.63,-1.0,59150,,,,,,main,CashFlow
78002410,Debit,2022-06-06,601.59,-1.0,23454,,,,,,variant,CashFlow
78002410,Debit,2022-06-06,1858.79,-1.0,19210,,,,,,variant,CashFlow
78002410,Debit,2022-06-06,7233.06,-1.0,12773,,,,,,variant,CashFlow
78002410,Credit,2022-06-06,398.83,-1.0,12071,,,,,,variant,CashFlow
78002410,Credit,2022-06-06,4625.82,-1.0,12071,,,,,,variant,CashFlow
78002410,Credit,2022-06-06,1252.05,-1.0,12071,,,,,,variant,CashFlow
78002410,Credit,2022-06-06,3198.15,-1.0,12071,,,,,,variant,CashFlow
78002410,Debit,2022-06-06,3965.85,-1.0,12071,,,,,,variant,CashFlow
78002410,Credit,2022-06-06,14206.63,-1.0,12071,,,,,,variant,CashFlow
78002410,Credit,2022-06-06,7400.11,-1.0,12071,,,,,,variant,CashFlow
78002410,Credit,2022-06-06,2704.2,-1.0,12071,,,,,,variant,CashFlow
78002410,Debit,2022-06-06,1114.79,-1.0,37097,,,,,,variant,CashFlow
78002410,Credit,2022-06-06,1800.91,-1.0,12071,,,,,,variant,CashFlow
78002410,Credit,2022-06-06,7316.63,-1.0,12071,,,,,,variant,CashFlow
78002410,Debit,2022-06-06,106.41,-1.0,26064,,,,,,variant,CashFlow
78002410,Debit,2022-06-06,13133.57,-1.0,15015,,,,,,variant,CashFlow
78002410,Credit,2022-06-06,5357.41,-1.0,12071,,,,,,variant,CashFlow
78002410,Debit,2022-06-06,487.47,-1.0,56495,,,,,,variant,CashFlow
78002410,Credit,2022-06-06,839.28,-1.0,12071,,,,,,variant,CashFlow
78002411,Credit,2023-01-24,327808.01,-1.0,15015,,,,,,main,CashFlow
78002411,Debit,2023-01-24,266681.14,-1.0,48685,,,,,,main,CashFlow
78002411,Credit,2023-01-24,414840.25,-1.0,46012,,,,,,main,CashFlow
78002411,Credit,2023-01-24,1010274.19,-1.0,41645,,,,,,main,CashFlow
78002411,Debit,2023-01-24,209686.87,-1.0,31043,,,,,,main,CashFlow
78002411,Debit,2023-01-24,106752.48,-1.0,15015,,,,,,main,CashFlow
78002411,Debit,2023-01-24,7696.8,-1.0,12767,,,,,,main,CashFlow
78002411,Debit,2023-01-24,878889.65,-1.0,46012,,,,,,main,CashFlow
78002411,Credit,2023-01-24,622898.73,-1.0,10211,,,,,,main,CashFlow
78002411,Debit,2023-01-24,793971.06,-1.0,26169,,,,,,main,CashFlow
78002411,Debit,2023-01-24,449324.89,-1.0,41493,,,,,,main,CashFlow
78002411,Debit,2023-01-24,131361.69,-1.0,41493,,,,,,main,CashFlow
78002411,Credit,2023-01-24,579477.03,-1.0,12307,,,,,,main,CashFlow
78002411,Credit,2023-01-24,590477.56,-1.0,23454,,,,,,main,CashFlow
78002411,Credit,2023-01-24,1038757.01,-1.0,55167,,,,,,main,CashFlow
78002411,Debit,2023-01-24,346113.42,-1.0,59094,,,,,,main,CashFlow
78002411,Debit,2023-01-24,109951.85,-1.0,16616,,,,,,main,CashFlow
78002412,Debit,2024-04-12,70814.09,-1.0,22231,,,,,,variant,CashFlow
78002412,Credit,2024-04-12,47051.0,-1.0,15842,,,,,,variant,CashFlow
78002412,Debit,2024-04-12,24538.18,-1.0,12307,,,,,,variant,CashFlow
78002412,Debit,2024-04-12,53154.77,-1.0,16629,,,,,,variant,CashFlow
78002412,Debit,2024-04-12,24170.44,-1.0,12773,,,,,,variant,CashFlow
78002412,Debit,2024-04-12,246.31,-1.0,31043,,,,,,variant,CashFlow
78002412,Debit,2024-04-12,13395.55,-1.0,41493,,,,,,variant,CashFlow
78002412,Debit,2024-04-12,20764.11,-1.0,32395,,,,,,variant,CashFlow
78002412,Credit,2024-04-12,19214.24,-1.0,15842,,,,,,variant,CashFlow
78002412,Debit,2024-04-12,7067.61,-1.0,39126,,,,,,variant,CashFlow
78002412,Credit,2024-04-12,58076.58,-1.0,15842,,,,,,variant,CashFlow
78002412,Credit,2024-04-12,14383.54,-1.0,15842,,,,,,variant,CashFlow
78002412,Credit,2024-04-12,46661.02,-1.0,15842,,,,,,variant,CashFlow
78002412,Debit,2024-04-12,14130.19,-1.0,40871,,,,,,variant,CashFlow
78002413,Debit,2024-04-18,-212744.21,-1.0,40871,,,,,,main,CashFlow
78002413,Credit,2024-04-18,-367698.73,-1.0,35814,,,,,,main,CashFlow
78002413,Credit,2024-04-18,-4392274.74,-1.0,48685,,,,,,main,CashFlow
78002413,Debit,2024-04-18,-2140674.15,-1.0,23454,,,,,,main,CashFlow
78002413,Credit,2024-04-18,-751983.48,-1.0,41493,,,,,,main,CashFlow
78002413,Debit,2024-04-18,-134193.11,-1.0,48685,,,,,,main,CashFlow
78002413,Credit,2024-04-18,-329351.7,-1.0,31043,,,,,,main,CashFlow
78002413,Credit,2024-04-18,-2850100.17,-1.0,15015,,,,,,main,CashFlow
78002413,Debit,2024-04-18,-959616.26,-1.0,12071,,,,,,main,CashFlow
78002413,Debit,2024-04-18,-2609809.68,-1.0,15015,,,,,,main,CashFlow
78002413,Credit,2024-04-18,-612897.39,-1.0,45399,,,,,,main,CashFlow
78002413,Debit,2024-04-18,-3237610.6,-1.0,23454,,,,,,main,CashFlow
78002413,Credit,2024-04-18,-2389006.05,-1.0,48510,,,,,,main,CashFlow
78002413,Credit,2024-04-18,-1682848.68,-1.0,26064,,,,,,main,CashFlow
78002414,Credit,2022-02-06,101804.59,-1.0,10211,,,,,,main,CashFlow
78002414,Debit,2022-02-06,112496.65,-1.0,59473,,,,,,main,CashFlow
78002414,Debit,2022-02-06,216553.26,-1.0,36344,,,,,,main,CashFlow
78002414,Debit,2022-02-06,102371.61,-1.0,10211,,,,,,main,CashFlow
78002414,Debit,2022-02-06,82801.89,-1.0,59094,,,,,,main,CashFlow
78002414,Credit,2022-02-06,6796.56,-1.0,59473,,,,,,main,CashFlow
78002415,Credit,2023-04-29,433815.59,-1.0,12071,,,,,,variant,CashFlow
78002415,Credit,2023-04-29,1176943.34,-1.0,12071,,,,,,variant,CashFlow
78002415,Credit,2023-04-29,14276.55,-1.0,12071,,,,,,variant,CashFlow
78002415,Debit,2023-04-29,305967.34,-1.0,41493,,,,,,variant,CashFlow
78002415,Credit,2023-04-29,146816.29,-1.0,12071,,,,,,variant,CashFlow
78002416,Debit,2025-04-15,21891.37,-1.0,56495,,,,,,main,CashFlow
78002416,Credit,2025-04-15,7435.11,-1.0,16616,,,,,,main,CashFlow
78002416,Debit,2025-04-15,8798.04,-1.0,31043,,,,,,main,CashFlow
78002416,Debit,2025-04-15,32465.29,-1.0,12307,,,,,,main,CashFlow
78002416,Debit,2025-04-15,21870.45,-1.0,19210,,,,,,main,CashFlow
78002416,Debit,2025-04-15,9130.75,-1.0,12767,,,,,,main,CashFlow
78002416,Debit,2025-04-15,2071.73,-1.0,54857,,,,,,main,CashFlow
78002416,Debit,2025-04-15,36694.81,-1.0,37097,,,,,,main,CashFlow
78002416,Debit,2025-04-15,1963.57,-1.0,15015,,,,,,main,CashFlow
78002416,Credit,2025-04-15,372.0,-1.0,26169,,,,,,main,CashFlow
78002416,Credit,2025-04-15,22216.01,-1.0,50672,,,,,,main,CashFlow
78002416,Credit,2025-04-15,6132.52,-1.0,41645,,,,,,main,CashFlow
78002416,Debit,2025-04-15,584.87,-1.0,59473,,,,,,main,CashFlow
78002416,Credit,2025-04-15,24631.84,-1.0,41493,,,,,,main,CashFlow
78002416,Debit,2025-04-15,24294.08,-1.0,17086,,,,,,main,CashFlow
78002416,Credit,2025-04-15,4235.58,-1.0,10721,,,,,,main,CashFlow
78002416,Debit,2025-04-15,3804.87,-1.0,35814,,,,,,main,CashFlow
78002416,Credit,2025-04-15,7314.72,-1.0,19210,,,,,,main,CashFlow
78002416,Credit,2025-04-15,3756.33,-1.0,16616,,,,,,main,CashFlow
78002416,Credit,2025-04-15,12935.75,-1.0,37097,,,,,,main,CashFlow
78002417,Debit,2020-08-24,101810.07,-1.0,26064,,,,,,main,CashFlow
78002417,Credit,2020-08-24,50625.75,-1.0,16272,,,,,,main,CashFlow
