document_number,date,currency,amount,quantity,type,account_id,account_name,product_id,procurement_id,service_id,vendor_name
78001216,2025-01-02,EUR,-80340.43,2510.0,Credit,49148,COGS - Materials,,Catering napkins (200-pack),,EcoPaper Co
78002724,2020-07-30,EUR,-9101.85,284.0,Credit,49148,COGS - Materials,,Catering napkins (200-pack),,EcoPaper Co
78001555,2022-01-23,EUR,-33296.36,256.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78002457,2021-03-11,EUR,-7079.37,54.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78001802,2025-03-16,DKK,-190.49,1.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78002483,2020-03-24,EUR,-1660.87,12.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78001700,2023-05-20,EUR,-15233.64,117.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78001502,2022-02-17,DKK,-144599.94,1112.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78001468,2022-04-13,DKK,-0.54,0.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78002974,2025-05-14,DKK,-51244.51,394.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78002729,2020-06-25,DKK,-1265.02,9.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78002805,2024-12-11,DKK,-44569.92,342.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78001365,2024-09-13,EUR,-3112.72,23.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78002795,2024-09-20,DKK,-121144.26,931.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78002936,2020-07-04,EUR,-78084.26,600.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78002262,2024-02-03,DKK,-100871.15,775.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78001623,2025-06-02,EUR,-36073.23,277.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78002604,2023-08-25,DKK,-6735.82,51.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78001919,2020-09-02,DKK,-25409.4,195.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78001560,2025-01-26,EUR,-12621.54,97.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78001822,2021-01-18,EUR,-12916.56,99.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78001966,2020-10-11,EUR,-168013.99,1292.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78001662,2022-09-14,DKK,-14219.52,109.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78001750,2020-10-26,EUR,-40509.77,311.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78002872,2022-06-19,EUR,-219025.35,1684.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78002419,2023-12-30,DKK,-158780.54,1221.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78002418,2023-10-24,EUR,-48827.16,375.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78002650,2022-03-16,EUR,-2208.43,16.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78002098,2025-04-05,EUR,-142855.59,1098.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78002121,2022-05-26,EUR,-1626.08,12.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78001382,2021-11-24,DKK,-17270.13,132.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78002646,2025-06-19,DKK,-2553.81,19.0,Credit,49148,COGS - Materials,,Meeting room signage,,EcoPaper Co
78002892,2021-12-30,DKK,-219204.03,2578.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78002393,2023-04-01,DKK,-70827.14,833.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78002308,2024-04-30,DKK,-4319.3,50.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78002279,2020-04-14,DKK,-58338.51,686.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78002853,2021-03-14,EUR,-20708.93,243.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78001308,2024-03-01,EUR,-90998.42,1070.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78002652,2023-09-13,DKK,-94885.99,1116.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78001175,2021-05-23,DKK,-50526.83,594.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78001227,2020-09-07,DKK,-8080.1,95.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78001346,2023-04-29,EUR,-1468.23,17.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78002641,2025-09-25,DKK,-4724.18,55.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78002365,2022-05-28,DKK,-67229.38,790.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78002919,2023-06-28,DKK,-986.72,11.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78002985,2022-10-14,EUR,-35412.33,416.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78002262,2020-03-04,EUR,-79560.67,936.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78002635,2020-11-15,DKK,-122720.13,1443.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78002020,2022-05-09,DKK,-46832.24,550.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78002711,2024-03-27,EUR,-55570.37,653.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78001349,2025-09-07,EUR,-24098.62,283.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78002978,2024-08-01,DKK,-22409.33,263.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78001454,2021-03-12,EUR,-26675.28,313.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78001440,2025-06-12,EUR,-99497.12,1170.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78001760,2024-06-08,EUR,-5697.09,67.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78002611,2022-02-01,EUR,-113816.14,1339.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78001514,2022-01-05,EUR,-29667.84,349.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78002104,2021-09-24,DKK,-13446.27,158.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78002384,2024-04-27,EUR,-6493.02,76.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78001287,2022-12-12,EUR,-95961.7,1128.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78001007,2025-01-04,DKK,-7925.72,93.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78001086,2025-03-13,EUR,-12918.38,151.0,Credit,49148,COGS - Materials,,Door nameplates,,EcoPaper Co
78001997,2020-07-18,DKK,-140.13,0.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78001285,2021-11-04,DKK,-115077.57,177.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78002422,2021-07-02,EUR,-1352.62,2.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78001073,2022-07-25,DKK,-260327.04,400.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78002462,2025-11-14,EUR,-77163.76,118.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78002146,2020-02-18,DKK,-9438.95,14.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78002400,2022-06-14,EUR,-19279.31,29.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78001805,2025-09-18,DKK,-35580.0,54.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78002166,2022-07-02,EUR,-19317.65,29.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78001157,2023-03-22,DKK,-16833.27,25.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78001429,2021-11-06,DKK,-15834.02,24.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78002471,2022-02-08,EUR,-55181.22,84.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78002433,2020-07-29,EUR,-91851.75,141.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78002394,2020-05-26,DKK,-32455.35,49.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78002132,2024-03-02,DKK,-11408.4,17.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78001845,2021-05-09,DKK,-8216.63,12.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78002730,2024-07-07,DKK,-3814.67,5.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78001035,2023-02-17,DKK,-44223.75,68.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78002113,2020-02-15,DKK,-229238.87,352.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78002020,2020-11-06,EUR,-226.05,0.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78001973,2020-11-26,DKK,-109623.69,168.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78002438,2020-01-11,DKK,-29465.29,45.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78002997,2022-06-26,DKK,-23742.98,36.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78002017,2023-11-01,EUR,-575.44,0.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78002319,2024-05-10,EUR,-16211.81,24.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78002865,2020-01-08,DKK,-83528.14,128.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78001712,2022-09-10,EUR,-77083.01,118.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78002069,2024-10-16,EUR,-3289.62,5.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78001487,2023-10-25,EUR,-57687.82,88.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78001618,2021-07-19,EUR,-20831.18,32.0,Credit,49148,COGS - Materials,,Reception area rugs,,SupplyWorks Depot
78001169,2022-06-19,DKK,-450128.5,7760.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78001145,2025-12-18,EUR,-19264.73,332.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78001867,2020-04-23,EUR,-75867.74,1308.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78001419,2021-06-15,EUR,-3408.23,58.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78002995,2024-03-02,DKK,-9720.65,167.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78002713,2022-11-10,EUR,-1607.87,27.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78001572,2024-10-09,DKK,-1862.55,32.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78002959,2020-02-02,EUR,-156474.45,2697.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78002026,2020-05-12,DKK,-95052.54,1638.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78002617,2024-09-22,EUR,-18149.72,312.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78002286,2022-09-01,EUR,-33780.34,582.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78001798,2020-01-26,DKK,-1672.09,28.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78001320,2021-06-28,EUR,-52051.97,897.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78002630,2023-06-15,DKK,-10663.38,183.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78002599,2025-08-27,EUR,-11906.18,205.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78001245,2022-07-22,EUR,-33141.44,571.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78002612,2022-11-16,EUR,-1229.84,21.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78001476,2022-03-27,EUR,-103442.3,1783.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78002282,2025-04-18,DKK,-69579.11,1199.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78002116,2020-04-17,EUR,-18707.93,322.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78002826,2022-08-05,EUR,-20452.11,352.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78001782,2022-01-07,DKK,-16369.4,282.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78001532,2022-03-03,EUR,-315.81,5.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78002597,2025-02-10,EUR,-21995.67,379.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78002362,2023-09-17,EUR,-115577.67,1992.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78002947,2023-10-17,EUR,-27346.98,471.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78002283,2020-10-15,EUR,-50598.93,872.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78001236,2024-01-07,EUR,-6438.58,111.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78002164,2022-11-26,DKK,-187.97,3.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78001974,2023-10-03,DKK,-5.33,0.0,Credit,49148,COGS - Materials,,Floor cleaning detergent (5L),,EcoZone Cleaners
78002970,2020-02-12,EUR,-623.58,17.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78002967,2023-02-23,EUR,-10928.13,303.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78001678,2025-08-18,DKK,-7609.25,211.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78002503,2022-12-12,DKK,-35505.28,986.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78001578,2025-02-16,DKK,-184519.76,5125.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78002373,2021-06-16,EUR,-14703.92,408.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78002593,2023-08-11,DKK,-18699.85,519.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78002747,2023-05-16,EUR,-67720.03,1881.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78001129,2024-02-09,EUR,-4794.05,133.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78002560,2025-06-16,DKK,-308835.5,8578.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78001010,2022-08-11,EUR,-63988.26,1777.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78001256,2020-03-09,EUR,-2114.26,58.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78001815,2025-02-09,DKK,-12220.75,339.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78001368,2025-05-02,DKK,-3967.09,110.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78001943,2020-10-27,DKK,-32.86,0.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78002417,2020-01-27,EUR,-18864.99,524.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78002616,2025-11-23,EUR,-42141.21,1170.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78002821,2021-08-08,DKK,-11410.01,316.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78002442,2022-03-20,EUR,-181953.5,5054.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78001881,2021-09-25,EUR,-1248.5,34.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78001018,2024-10-04,EUR,-16039.77,445.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78001109,2021-10-20,DKK,-16936.49,470.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78002460,2023-05-24,EUR,-46915.97,1303.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78001504,2021-04-04,DKK,-5398.66,149.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78002057,2020-06-08,DKK,-118383.52,3288.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78002311,2021-04-08,EUR,-1230.62,34.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78002867,2022-09-24,EUR,-75673.86,2102.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78002002,2024-03-25,EUR,-55245.19,1534.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78001254,2022-07-24,EUR,-78216.97,2172.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78001637,2024-08-05,EUR,-78.17,2.0,Credit,42400,COGS - Spare Parts,,Mop heads (replacement),,EcoZone Cleaners
78002744,2022-05-14,EUR,-9456.68,157.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78001133,2023-04-05,DKK,-3985.05,66.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78001498,2022-05-14,EUR,-161407.3,2690.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78001396,2023-07-20,DKK,-173342.68,2889.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78002510,2025-04-19,DKK,-9.71,0.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78002621,2020-11-29,EUR,-14539.25,242.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78002610,2024-07-01,DKK,-5409.31,90.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78002983,2025-12-03,EUR,-33751.35,562.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78001646,2024-09-14,EUR,-625.06,10.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78002836,2024-08-16,EUR,-63631.98,1060.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78001684,2024-11-17,EUR,-85686.55,1428.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78002236,2025-10-24,EUR,-40450.99,674.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78002856,2023-01-09,DKK,-33445.51,557.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78002373,2020-03-12,DKK,-413.78,6.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78001018,2021-03-27,EUR,-23163.93,386.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78002010,2024-11-13,DKK,-22173.45,369.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78001118,2022-04-05,DKK,-9605.34,160.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78002838,2023-08-28,EUR,-120275.13,2004.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78001301,2025-11-27,EUR,-30357.43,505.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78002308,2020-02-21,EUR,-473.6,7.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78001226,2025-05-16,DKK,-307128.08,5118.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78002530,2021-04-11,EUR,-429.01,7.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78002524,2024-08-01,EUR,-67745.52,1129.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78002235,2025-04-16,DKK,-34310.28,571.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78001355,2023-09-23,DKK,-68.5,1.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78001700,2022-02-25,EUR,-73727.33,1228.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78001486,2021-07-09,EUR,-50589.42,843.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78002344,2025-08-01,DKK,-138.75,2.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78002686,2024-10-28,DKK,-2721.97,45.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78001222,2025-10-13,DKK,-14937.09,248.0,Credit,49148,COGS - Materials,,Brooms (office/corridor),,EcoZone Cleaners
78002663,2024-08-28,EUR,-15538.19,282.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78002783,2025-09-17,DKK,-58.17,1.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78002586,2024-05-29,EUR,-10706.37,194.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78002214,2020-09-13,DKK,-92290.14,1678.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78001994,2021-09-01,DKK,-87069.4,1583.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78001499,2023-02-01,EUR,-1171.92,21.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78002518,2023-10-27,DKK,-2903.07,52.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78002260,2022-06-23,EUR,-288.83,5.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78002045,2020-06-12,EUR,-1084.29,19.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78002645,2023-02-10,EUR,-90695.34,1649.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78002350,2021-09-06,DKK,-47713.05,867.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78002568,2025-07-18,EUR,-63778.02,1159.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78002150,2020-04-15,EUR,-58348.87,1060.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78001364,2021-11-29,DKK,-168127.97,3056.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78002891,2020-12-29,EUR,-14630.51,266.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78002067,2025-07-14,DKK,-70459.34,1281.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78001518,2023-02-26,EUR,-2209.94,40.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78002151,2021-11-29,EUR,-240479.78,4372.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78002626,2022-01-16,EUR,-66576.93,1210.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78002153,2025-05-29,DKK,-14963.83,272.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78001528,2024-07-01,EUR,-73868.91,1343.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78002344,2022-08-18,DKK,-84256.01,1531.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78001185,2020-07-27,EUR,-2661.51,48.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78002645,2023-08-04,DKK,-5433.67,98.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78001797,2025-03-06,DKK,-182.62,3.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78001981,2023-03-22,DKK,-67127.05,1220.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78001347,2025-08-01,DKK,-3723.91,67.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78002504,2023-12-23,DKK,-18302.05,332.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78001921,2021-10-27,EUR,-13679.58,248.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78002698,2024-06-05,EUR,-1670.72,30.0,Credit,49148,COGS - Materials,,Canteen cutlery (set),,EcoSynth Solutions
78002982,2021-03-10,DKK,-17810.06,445.0,Credit,49148,COGS - Materials,,Canteen crockery (plate),,SupplyWorks Depot
78002610,2024-07-04,EUR,-39098.71,977.0,Credit,49148,COGS - Materials,,Canteen crockery (plate),,SupplyWorks Depot
78002734,2025-08-02,EUR,-3296.86,82.0,Credit,49148,COGS - Materials,,Canteen crockery (plate),,SupplyWorks Depot
78002947,2023-03-08,DKK,-38277.84,956.0,Credit,49148,COGS - Materials,,Canteen crockery (plate),,SupplyWorks Depot
78001920,2021-10-28,DKK,-54947.25,1373.0,Credit,49148,COGS - Materials,,Canteen crockery (plate),,SupplyWorks Depot
78001956,2023-12-11,DKK,-7522.5,188.0,Credit,49148,COGS - Materials,,Canteen crockery (plate),,SupplyWorks Depot
78001360,2025-06-22,EUR,-347605.96,8690.0,Credit,49148,COGS - Materials,,Canteen crockery (plate),,SupplyWorks Depot
78002310,2020-12-13,DKK,-97660.85,2441.0,Credit,49148,COGS - Materials,,Canteen crockery (plate),,SupplyWorks Depot
78001181,2022-02-03,EUR,-40553.47,1013.0,Credit,49148,COGS - Materials,,Canteen crockery (plate),,SupplyWorks Depot
