DocumentNumber,Date,Currency,AmountDKK,AmountEUR,Type,GLAccount,CostCenter,Department,CustomerName,ItemName,SourceType
78001027,2025-09-18,DKK,15416425.85,2069318.91,Debit,56616,CC100,,,Global Legal Retainer,Service
78001027,2025-12-05,DKK,403868.0,54210.47,Debit,51645,CC109,,,Packaging Design and Procurement,Service
78001027,2025-08-03,DKK,-4391026.44,-589399.52,Credit,55399,CC104,,,Market Research and Consumer Insights,Service
78001027,2025-09-15,DKK,32418006.61,4351410.28,Debit,51493,CC103,,,Corporate Insurance Brokerage,Service
78001027,2025-10-23,DKK,9935146.39,1333576.7,Debit,51645,CC105,,,3PL (Third-Party Logistics) Services,Service
78001027,2025-04-27,DKK,2944663.95,395256.91,Debit,51493,CC104,,,3PL (Third-Party Logistics) Services,Service
78001027,2025-05-17,DKK,-2266885.75,-304279.97,Credit,59210,CC108,,,Digital Transformation Consulting,Service
78001027,2025-10-20,DKK,2266885.75,304279.97,Debit,55399,CC106,,,Digital Transformation Consulting,Service
78001027,2025-10-17,DKK,1208459.57,162209.34,Debit,55399,CC106,,,Digital Transformation Consulting,Service
78001027,2025-02-26,DKK,-1881947.32,-252610.38,Credit,59210,CC101,,,Facilities Management Contract,Service
78001027,2025-03-06,DKK,-6511814.27,-874069.03,Credit,56629,CC101,,,Facilities Management Contract,Service
78001027,2025-02-09,DKK,1594163.52,213981.68,Debit,59210,CC101,,,Facilities Management Contract,Service
78001027,2025-07-12,DKK,6511814.27,874069.03,Debit,56629,CC101,,,Facilities Management Contract,Service
78001027,2025-08-11,DKK,-1035041.52,-138931.75,Credit,51493,CC101,,,Environmental Compliance Audits,Service
78001027,2025-01-28,DKK,-976.45,-131.07,Credit,59210,CC100,,,Environmental Compliance Audits,Service
78001027,2025-01-27,DKK,244164.28,32773.73,Debit,51493,CC101,,,Environmental Compliance Audits,Service
78001027,2025-09-28,DKK,835749.28,112181.11,Debit,51645,CC100,,,Global Tax Advisory Services,Service
78001027,2025-02-12,DKK,12710702.18,1706134.52,Debit,59210,CC107,,,Global Tax Advisory Services,Service
78001027,2025-12-08,DKK,-1934799.87,-259704.68,Credit,58510,CC102,,,Employee Relocation Services,Service
78001027,2025-07-23,DKK,3427592.81,460079.57,Debit,58510,CC107,,,Sustainability Reporting Consulting,Service
78001027,2025-09-21,DKK,710824.19,95412.64,Debit,58510,CC107,,,Sustainability Reporting Consulting,Service
78001027,2025-05-07,DKK,37519.11,5036.12,Debit,51645,CC101,,,Sustainability Reporting Consulting,Service
78001027,2025-01-27,DKK,-28721.19,-3855.19,Credit,55399,CC105,,,Regional Payroll Processing Services,Service
78001027,2025-04-17,DKK,-2114009.23,-283759.63,Credit,58510,CC109,,,Custom E-commerce Platform Support,Service
78001027,2025-02-27,DKK,-95792.64,-12858.07,Credit,58510,CC109,,,Custom E-commerce Platform Support,Service
78001027,2025-01-12,DKK,-60355.4,-8101.4,Credit,55399,CC100,,,Custom E-commerce Platform Support,Service
78001027,2025-09-18,DKK,3612044.18,484838.14,Debit,58510,CC109,,,Custom E-commerce Platform Support,Service
78001027,2025-02-16,DKK,-6507324.7,-873466.4,Credit,56616,CC102,,,HR Benefits Administration,Service
78001027,2025-11-24,DKK,2947920.31,395694.0,Debit,55399,CC108,,,HR Benefits Administration,Service
78001027,2025-01-04,DKK,1838116.75,246727.08,Debit,58510,CC109,,,IT Helpdesk and Support Contract,Service
78001027,2025-06-19,DKK,-5270374.43,-707432.81,Credit,56616,CC103,,,Janitorial Services,Service
78001027,2025-06-07,DKK,251121.0,33707.52,Debit,59210,CC108,,,Janitorial Services,Service
78001027,2025-12-16,DKK,-23682.02,-3178.79,Credit,56616,CC104,,,Translation and Localization Services,Service
78001027,2025-11-02,DKK,-306312.31,-41115.75,Credit,59210,CC102,,,Translation and Localization Services,Service
78001027,2025-11-28,DKK,-4063052.21,-545376.14,Credit,56616,CC104,,,Translation and Localization Services,Service
78001027,2025-01-05,DKK,775194.23,104052.92,Debit,56616,CC107,,,Translation and Localization Services,Service
78001027,2025-06-05,DKK,2102825.09,282258.4,Debit,59210,CC102,,,Translation and Localization Services,Service
78001027,2025-12-05,DKK,-2492433.65,-334554.85,Credit,55399,CC106,,,Custom CRM Support and Maintenance,Service
78001027,2025-02-07,DKK,-106493.76,-14294.46,Credit,51493,CC104,,,Custom CRM Support and Maintenance,Service
78001027,2025-09-28,DKK,245822.26,32996.28,Debit,59210,CC106,,,Travel Management Services,Service
78001027,2025-07-09,DKK,14208.85,1907.23,Debit,56629,CC105,,,Digital Content Production Services,Service
78001027,2025-10-02,DKK,581718.55,78083.03,Debit,55399,CC106,,,Digital Content Production Services,Service
78001027,2025-08-04,DKK,2177.8,292.32,Debit,55399,CC106,,,Digital Content Production Services,Service
78001027,2025-09-22,DKK,-7.01,-0.94,Credit,51493,CC109,,,Corporate Training Programs,Service
78001027,2025-07-11,DKK,-4628304.03,-621248.86,Credit,51645,CC106,,,Corporate Training Programs,Service
78001027,2025-02-19,DKK,5057219.96,678821.47,Debit,51493,CC109,,,Corporate Training Programs,Service
78001027,2025-10-06,DKK,993351.12,133335.72,Debit,51645,CC106,,,Corporate Training Programs,Service
78001027,2025-03-12,DKK,9386112.98,1259880.94,Debit,56616,CC101,,,Recruitment Agency Fees,Service
78001027,2025-04-27,DKK,-672204.52,-90228.79,Credit,56616,CC107,,,Health and Safety Audits,Service
78001027,2025-10-19,DKK,1771444.12,237777.73,Debit,56616,CC107,,,Health and Safety Audits,Service
78001027,2025-10-22,DKK,-3142469.45,-421807.98,Credit,55399,CC105,,,Office Security Services,Service
78001027,2025-12-18,DKK,66931.4,8984.08,Debit,56616,CC103,,,Office Security Services,Service
78001027,2025-04-15,DKK,-85789.76,-11515.4,Credit,58510,CC108,,,Waste Management Contract,Service
78001027,2025-08-28,DKK,3731945.59,500932.29,Debit,51493,CC108,,,Waste Management Contract,Service
78001027,2025-01-22,DKK,806193.02,108213.83,Debit,56629,CC100,,,Waste Management Contract,Service
78001027,2025-02-15,DKK,1091730.89,146541.06,Debit,56616,CC101,,,Document Shredding Services,Service
78001027,2025-12-05,DKK,-16875.92,-2265.22,Credit,51493,CC100,,,Accounting and Audit Services,Service
78001027,2025-02-12,DKK,-523420.91,-70257.84,Credit,56616,CC107,,,Legal Document Review Fees,Service
78001027,2025-05-26,DKK,737002.11,98926.46,Debit,55399,CC107,,,Legal Document Review Fees,Service
78001027,2025-05-22,DKK,249332.15,33467.4,Debit,55399,CC107,,,Legal Document Review Fees,Service
78001027,2025-02-12,DKK,324834.04,43601.88,Debit,55399,CC107,,,Legal Document Review Fees,Service
78001027,2025-03-20,DKK,-5607960.82,-752746.42,Credit,55399,CC100,,,Microsoft 365 Enterprise License,Service
78001027,2025-08-16,DKK,-1253737.86,-168286.96,Credit,51493,CC101,,,Microsoft 365 Enterprise License,Service
78001027,2025-11-08,DKK,1634768.17,219431.97,Debit,51493,CC101,,,Microsoft 365 Enterprise License,Service
78001027,2025-11-12,DKK,-2386602.24,-320349.29,Credit,56616,CC101,,,Telecommunications Services,Service
78001027,2025-02-16,DKK,-217694.17,-29220.69,Credit,59210,CC104,,,Adobe Creative Cloud Subscription,Service
78001027,2025-08-18,DKK,28132.83,3776.22,Debit,55399,CC104,,,Adobe Creative Cloud Subscription,Service
78001027,2025-12-08,DKK,110410.5,14820.2,Debit,55399,CC104,,,Adobe Creative Cloud Subscription,Service
78001027,2025-05-27,DKK,-447260.17,-60034.92,Credit,51493,CC102,,,Video Conferencing Platform Subscription (Zoom),Service
78001027,2025-11-29,DKK,12020.02,1613.43,Debit,51493,CC102,,,Video Conferencing Platform Subscription (Zoom),Service
78001027,2025-09-13,DKK,-1970487.58,-264494.98,Credit,59210,CC103,,,Power BI Pro License,Service
78001027,2025-01-12,DKK,2268573.71,304506.54,Debit,51493,CC101,,,Power BI Pro License,Service
78001027,2025-09-16,DKK,2838605.02,381020.81,Debit,59210,CC107,,,Power BI Pro License,Service
78001027,2025-10-06,DKK,4345.27,583.26,Debit,51493,CC101,,,Power BI Pro License,Service
78001027,2025-07-05,DKK,-17.11,-2.3,Credit,58510,CC103,,,Antivirus Software Subscription,Service
78001027,2025-09-02,DKK,-85609.27,-11491.18,Credit,58510,CC103,,,Antivirus Software Subscription,Service
78001027,2025-06-03,DKK,-639075.16,-85781.9,Credit,58510,CC108,,,Domain Registration and Hosting,Service
78001027,2025-02-05,DKK,400966.8,53821.05,Debit,58510,CC108,,,Domain Registration and Hosting,Service
78001027,2025-07-13,DKK,25029.48,3359.66,Debit,58510,CC108,,,Domain Registration and Hosting,Service
78001027,2025-07-14,DKK,-273523.55,-36714.57,Credit,55399,CC102,,,Cloud File Storage Plan (OneDrive/Dropbox),Service
78001027,2025-09-01,DKK,-233993.47,-31408.52,Credit,59210,CC100,,,Cloud File Storage Plan (OneDrive/Dropbox),Service
78001027,2025-05-25,DKK,-212672.62,-28546.66,Credit,51493,CC101,,,Cloud File Storage Plan (OneDrive/Dropbox),Service
78001027,2025-11-12,DKK,-905015.97,-121478.65,Credit,59210,CC100,,,Cloud File Storage Plan (OneDrive/Dropbox),Service
78001027,2025-03-12,DKK,38129.87,5118.1,Debit,51645,CC103,,,Cloud File Storage Plan (OneDrive/Dropbox),Service
78001027,2025-10-25,DKK,667406.18,89584.72,Debit,59210,CC100,,,Cloud File Storage Plan (OneDrive/Dropbox),Service
78001027,2025-03-09,DKK,-715520.08,-96042.96,Credit,58510,CC101,,,Expense Management Software License,Service
78001027,2025-12-04,DKK,-1146452.66,-153886.26,Credit,58510,CC103,,,Expense Management Software License,Service
78001027,2025-02-04,DKK,236269.31,31714.0,Debit,58510,CC103,,,Expense Management Software License,Service
78001027,2025-11-20,DKK,-87200.08,-11704.71,Credit,55399,CC106,,,Time Tracking Software Subscription,Service
78001027,2025-08-15,DKK,630.53,84.63,Debit,59210,CC104,,,Time Tracking Software Subscription,Service
78001027,2025-12-09,DKK,2922811.33,392323.67,Debit,59210,CC106,,,E-signature Platform Subscription (DocuSign),Service
78001027,2025-10-19,DKK,-14954.16,-2007.27,Credit,59210,CC109,,,Online Survey Tool Subscription,Service
78001027,2025-03-09,DKK,-8237.52,-1105.71,Credit,51645,CC107,,,Online Survey Tool Subscription,Service
78001028,2025-04-06,EUR,56032390.22,7521126.2,Debit,51645,CC107,,,Digital Content Production Services,Service
78001028,2025-10-21,EUR,-19219239.66,-2579763.71,Credit,45015,CC109,,,ABS Plastic Resin (Acrylonitrile Butadiene Styrene),Procurement
78001028,2025-11-16,EUR,78013911.25,10471665.94,Debit,42307,CC108,,,ABS Plastic Resin (Acrylonitrile Butadiene Styrene),Procurement
78001028,2025-02-02,EUR,245541.09,32958.54,Debit,40211,CC102,,,ABS Plastic Resin (Acrylonitrile Butadiene Styrene),Procurement
78001028,2025-10-27,EUR,-70597803.73,-9476215.27,Credit,40211,CC101,,,High-Impact Polystyrene (HIPS),Procurement
78001028,2025-01-09,EUR,14858772.56,1994466.12,Debit,40721,CC103,,,High-Impact Polystyrene (HIPS),Procurement
78001028,2025-03-21,EUR,83907884.92,11262803.34,Debit,45015,CC103,,,High-Impact Polystyrene (HIPS),Procurement
78001028,2025-07-29,EUR,450908.07,60524.57,Debit,45015,CC103,,,Injection Molding Machinery Spare Parts,Procurement
78001028,2025-03-20,EUR,-66812782.96,-8968158.79,Credit,40721,CC108,,,Automated Sorting System Components,Procurement
78001028,2025-08-08,EUR,40339612.86,5414713.14,Debit,42307,CC103,,,Automated Sorting System Components,Procurement
78001028,2025-11-09,EUR,40082911.17,5380256.53,Debit,40211,CC102,,,Automated Sorting System Components,Procurement
78001028,2025-06-23,EUR,-11896479.95,-1596842.95,Credit,40721,CC103,,,Silicone Rubber for Minifigure Accessories,Procurement
78001028,2025-04-02,EUR,-685824.94,-92057.04,Credit,45015,CC109,,,Custom Steel Molds for Bricks,Procurement
78001028,2025-03-28,EUR,6868.86,921.99,Debit,45015,CC109,,,Custom Steel Molds for Bricks,Procurement
78001028,2025-09-18,EUR,-12172405.28,-1633879.9,Credit,40211,CC107,,,Boxboard Packaging Cartons,Procurement
78001028,2025-03-07,EUR,37450898.04,5026966.18,Debit,42307,CC108,,,Boxboard Packaging Cartons,Procurement
78001028,2025-08-01,EUR,1737698.89,233248.17,Debit,42307,CC105,,,Primary Cardboard Shipping Boxes,Procurement
78001028,2025-09-15,EUR,-28602491.28,-3839260.57,Credit,40211,CC109,,,Thermal Transfer Barcode Labels,Procurement
78001028,2025-12-11,EUR,631488.76,84763.59,Debit,40211,CC109,,,Thermal Transfer Barcode Labels,Procurement
78001028,2025-07-18,EUR,-3258859.5,-437430.81,Credit,40211,CC102,,,Warehouse Conveyor Belts,Procurement
78001028,2025-10-15,EUR,-825039.08,-110743.5,Credit,40211,CC103,,,Warehouse Conveyor Belts,Procurement
78001028,2025-07-23,EUR,169456.43,22745.83,Debit,40721,CC100,,,Warehouse Conveyor Belts,Procurement
78001028,2025-10-14,EUR,-6927335.17,-929843.65,Credit,40721,CC103,,,Shrink Wrap Film,Procurement
78001028,2025-12-18,EUR,-444102.95,-59611.13,Credit,40721,CC103,,,Shrink Wrap Film,Procurement
78001028,2025-05-07,EUR,-3231167.66,-433713.78,Credit,40211,CC106,,,Robotic Arm Grippers & End Effectors,Procurement
78001028,2025-04-15,EUR,-6913775.96,-928023.62,Credit,40211,CC106,,,Robotic Arm Grippers & End Effectors,Procurement
78001028,2025-03-22,EUR,-22502123.43,-3020419.25,Credit,40211,CC106,,,Robotic Arm Grippers & End Effectors,Procurement
78001028,2025-01-08,EUR,13512007.52,1813692.28,Debit,45015,CC109,,,Electric Motors for Assembly Lines,Procurement
78001028,2025-01-11,EUR,-26661.64,-3578.74,Credit,40721,CC109,,,RFID Tags for Inventory Tracking,Procurement
78001028,2025-12-06,EUR,-17774247.16,-2385804.99,Credit,45015,CC107,,,RFID Tags for Inventory Tracking,Procurement
78001028,2025-03-02,EUR,52173.36,7003.14,Debit,40211,CC108,,,Mold Release Agents,Procurement
78001028,2025-08-19,EUR,-887.49,-119.13,Credit,40721,CC105,,,Safety Workwear (PPE),Procurement
78001028,2025-10-04,EUR,-7129728.91,-957010.59,Credit,42307,CC100,,,Safety Workwear (PPE),Procurement
78001028,2025-06-17,EUR,-900756.59,-120906.92,Credit,40721,CC102,,,Sensor Modules (for Automation),Procurement
78001028,2025-08-06,EUR,2209779.04,296614.64,Debit,40721,CC102,,,Sensor Modules (for Automation),Procurement
78001028,2025-12-24,EUR,55251.15,7416.26,Debit,45015,CC108,,,Sensor Modules (for Automation),Procurement
78001028,2025-01-17,EUR,15270.54,2049.74,Debit,42307,CC102,,,Industrial Adhesives & Solvents,Procurement
78001028,2025-07-04,EUR,-1351835.88,-181454.48,Credit,42307,CC103,,,Compressed Air Filters and Hoses,Procurement
78001028,2025-07-23,EUR,-120024.73,-16110.7,Credit,40721,CC108,,,Machine Tooling Inserts,Procurement
78001028,2025-06-26,EUR,1337396.44,179516.3,Debit,45015,CC107,,,Machine Tooling Inserts,Procurement
78001028,2025-09-02,EUR,106300.19,14268.48,Debit,40721,CC108,,,Machine Tooling Inserts,Procurement
78001028,2025-01-20,EUR,976911.97,131129.12,Debit,40721,CC108,,,Machine Tooling Inserts,Procurement
78001028,2025-08-26,EUR,-5404353.01,-725416.51,Credit,45015,CC108,,,Fire Suppression System Parts,Procurement
78001028,2025-07-22,EUR,21118.59,2834.71,Debit,45015,CC108,,,Fire Suppression System Parts,Procurement
78001028,2025-11-17,EUR,4913066.54,659472.02,Debit,40211,CC101,,,Fire Suppression System Parts,Procurement
78001028,2025-04-13,EUR,79422.77,10660.77,Debit,45015,CC105,,,Fire Suppression System Parts,Procurement
78001028,2025-05-31,EUR,565645.13,75925.52,Debit,40721,CC104,,,Circuit Boards for Machine Controls,Procurement
78001028,2025-05-27,EUR,-3538714.96,-474995.3,Credit,42307,CC101,,,Replacement Conveyor Rollers,Procurement
78001028,2025-11-16,EUR,2804318.1,376418.54,Debit,42307,CC102,,,Forklift Spare Parts,Procurement
78001028,2025-09-09,EUR,22.61,3.03,Debit,45015,CC107,,,Forklift Spare Parts,Procurement
78001028,2025-09-16,EUR,-527589.6,-70817.4,Credit,42307,CC105,,,Waste Management Bins & Bags,Procurement
78001028,2025-01-28,EUR,-146705.52,-19692.02,Credit,40721,CC107,,,Hydraulic Fluid for Machines,Procurement
78001028,2025-02-19,EUR,4293691.96,576334.49,Debit,40721,CC107,,,Hydraulic Fluid for Machines,Procurement
78001028,2025-05-18,EUR,-4685071.28,-628868.63,Credit,45015,CC102,,,First Aid Kit Supplies,Procurement
78001028,2025-01-18,EUR,-2445853.99,-328302.55,Credit,45015,CC107,,,Industrial Batteries (General),Procurement
78001028,2025-09-15,EUR,16560905.33,2222940.31,Debit,45015,CC106,,,Industrial Batteries (General),Procurement
78001028,2025-03-19,EUR,3125635.52,419548.39,Debit,42307,CC109,,,Industrial Batteries (General),Procurement
78001028,2025-03-12,EUR,11729456.5,1574423.69,Debit,40721,CC100,,,Employee Uniforms,Procurement
78001028,2025-12-05,EUR,6023562.65,808531.9,Debit,40211,CC101,,,Lockout/Tagout Devices,Procurement
78001028,2025-05-29,EUR,-1329379.75,-178440.23,Credit,40721,CC105,,,Janitorial Paper Products,Procurement
78001028,2025-10-29,EUR,2672069.36,358667.03,Debit,40721,CC105,,,Janitorial Paper Products,Procurement
78001028,2025-09-27,EUR,-543016.68,-72888.14,Credit,40211,CC106,,,Office Printer Toner Cartridges,Procurement
78001028,2025-04-20,EUR,-386011.34,-51813.6,Credit,42307,CC106,,,Copy Paper,Procurement
78001028,2025-02-07,EUR,-1738190.68,-233314.19,Credit,40211,CC105,,,Copy Paper,Procurement
78001028,2025-01-27,EUR,-8872.02,-1190.88,Credit,45015,CC106,,,General Office Furniture,Procurement
78001028,2025-03-11,EUR,-1064784.78,-142924.13,Credit,45015,CC100,,,General Office Furniture,Procurement
78001028,2025-06-03,EUR,207583.12,27863.51,Debit,45015,CC100,,,General Office Furniture,Procurement
78001028,2025-05-24,EUR,-708360.79,-95081.99,Credit,40721,CC109,,,"Standard Office Stationery (Pens, Notebooks)",Procurement
78001028,2025-10-09,EUR,-2500596.37,-335650.52,Credit,42307,CC108,,,"Standard Office Stationery (Pens, Notebooks)",Procurement
78001028,2025-09-20,EUR,65845.24,8838.29,Debit,42307,CC109,,,"Standard Office Stationery (Pens, Notebooks)",Procurement
78001028,2025-01-10,EUR,-118971.72,-15969.36,Credit,40721,CC106,,,Coffee and Breakroom Supplies,Procurement
78001028,2025-11-20,EUR,20822.76,2795.0,Debit,42307,CC108,,,Coffee and Breakroom Supplies,Procurement
78001028,2025-12-08,EUR,-576141.4,-77334.42,Credit,40211,CC102,,,Water Dispensers and Bottled Water,Procurement
78001028,2025-12-01,EUR,868772.0,116613.69,Debit,40211,CC102,,,Water Dispensers and Bottled Water,Procurement
78001028,2025-12-02,EUR,119226.32,16003.53,Debit,40211,CC102,,,Water Dispensers and Bottled Water,Procurement
78001028,2025-05-16,EUR,1032950.78,138651.11,Debit,40211,CC102,,,Water Dispensers and Bottled Water,Procurement
78001028,2025-09-19,EUR,319200.02,42845.64,Debit,45015,CC107,,,Office Waste Bins,Procurement
78001028,2025-06-21,EUR,1057452.38,141939.92,Debit,42307,CC101,,,Desk Organizers,Procurement
78001028,2025-05-10,EUR,-289738.94,-38891.13,Credit,45015,CC101,,,Calendar and Wall Planners,Procurement
78001028,2025-05-29,EUR,-1696181.2,-227675.33,Credit,40211,CC104,,,Calendar and Wall Planners,Procurement
78001028,2025-08-07,EUR,286341.27,38435.07,Debit,40211,CC104,,,Calendar and Wall Planners,Procurement
78001028,2025-04-18,EUR,1816544.18,243831.43,Debit,40211,CC104,,,Calendar and Wall Planners,Procurement
78001028,2025-06-11,EUR,-723102.86,-97060.79,Credit,45015,CC104,,,Batteries (AA/AAA),Procurement
78001028,2025-09-22,EUR,-74160.99,-9954.5,Credit,40211,CC101,,,Batteries (AA/AAA),Procurement
78001028,2025-01-31,EUR,808123.16,108472.91,Debit,42307,CC109,,,Batteries (AA/AAA),Procurement
78001028,2025-08-04,EUR,89.59,12.03,Debit,40211,CC101,,,Batteries (AA/AAA),Procurement
78001028,2025-09-28,EUR,-42548497.03,-5711207.66,Credit,51645,CC100,,,Manufacturing Equipment Maintenance Contract,Service
78001028,2025-07-15,EUR,-1191040.04,-159871.15,Credit,51645,CC102,,,Manufacturing Equipment Maintenance Contract,Service
78001028,2025-10-02,EUR,392323.86,52660.92,Debit,51645,CC107,,,Manufacturing Equipment Maintenance Contract,Service
78001028,2025-07-14,EUR,-41912043.96,-5625777.71,Credit,56629,CC102,,,International Marketing Campaign Management,Service
78001028,2025-07-22,EUR,5458445.31,732677.22,Debit,56629,CC102,,,International Marketing Campaign Management,Service
78001028,2025-12-22,EUR,-3298259.01,-442719.33,Credit,55399,CC106,,,Retail Store Fit-Out Services,Service
78001028,2025-10-22,EUR,-44191.62,-5931.76,Credit,56616,CC108,,,Retail Store Fit-Out Services,Service
78001028,2025-10-21,EUR,-45930636.88,-6165186.16,Credit,51493,CC108,,,Product Safety Certification and Testing,Service
78001028,2025-07-19,EUR,13624190.5,1828750.4,Debit,51645,CC101,,,Product Safety Certification and Testing,Service
78001028,2025-06-16,EUR,-17844118.61,-2395183.71,Credit,55399,CC101,,,Large-Scale Event Sponsorship Fees,Service
78001028,2025-10-05,EUR,3741302.48,502188.25,Debit,56616,CC104,,,Large-Scale Event Sponsorship Fees,Service
78001028,2025-03-09,EUR,-208103.88,-27933.41,Credit,56616,CC100,,,Global Legal Retainer,Service
78001028,2025-04-06,EUR,-7397157.34,-992907.03,Credit,56616,CC100,,,Global Legal Retainer,Service
78001028,2025-06-25,EUR,-15416425.85,-2069318.91,Credit,56616,CC100,,,Global Legal Retainer,Service
78001028,2025-11-11,EUR,3100420.22,416163.79,Debit,56616,CC108,,,Brand Licensing Agreements,Service
78001028,2025-06-26,EUR,406020.77,54499.43,Debit,51493,CC104,,,Brand Licensing Agreements,Service
78001028,2025-06-22,EUR,1012761.26,135941.11,Debit,58510,CC100,,,Packaging Design and Procurement,Service
78001028,2025-08-03,EUR,11727789.47,1574199.93,Debit,58510,CC100,,,Packaging Design and Procurement,Service
78001028,2025-02-19,EUR,-4154684.7,-557675.8,Credit,58510,CC109,,,Customs Brokerage Services,Service
78001028,2025-11-20,EUR,-5643943.21,-757576.27,Credit,56616,CC107,,,Market Research and Consumer Insights,Service
78001028,2025-04-08,EUR,-1294771.82,-173794.88,Credit,56616,CC107,,,Market Research and Consumer Insights,Service
78001028,2025-02-24,EUR,-12537698.3,-1682912.52,Credit,55399,CC104,,,Market Research and Consumer Insights,Service
78001028,2025-03-04,EUR,4391026.44,589399.52,Debit,56616,CC109,,,Market Research and Consumer Insights,Service
78001028,2025-05-08,EUR,19180925.66,2574620.89,Debit,56616,CC109,,,Market Research and Consumer Insights,Service
78001028,2025-02-05,EUR,-6920.6,-928.94,Credit,56616,CC101,,,Corporate Insurance Brokerage,Service
78001028,2025-07-18,EUR,1242856.4,166826.36,Debit,51645,CC105,,,3PL (Third-Party Logistics) Services,Service
78001028,2025-01-23,EUR,-10279545.44,-1379804.76,Credit,55399,CC106,,,Digital Transformation Consulting,Service
78001028,2025-12-25,EUR,-10060674.56,-1350426.12,Credit,55399,CC106,,,Digital Transformation Consulting,Service
78001028,2025-07-08,EUR,-192115.9,-25787.37,Credit,55399,CC106,,,Digital Transformation Consulting,Service
78001028,2025-06-09,EUR,12221634.44,1640487.84,Debit,55399,CC105,,,Recruitment Process Outsourcing (RPO),Service
78001028,2025-04-18,EUR,-2887626.4,-387600.86,Credit,56616,CC106,,,Facilities Management Contract,Service
78001028,2025-10-24,EUR,485807.16,65209.01,Debit,59210,CC101,,,Facilities Management Contract,Service
78001028,2025-11-28,EUR,7831.49,1051.21,Debit,59210,CC100,,,Environmental Compliance Audits,Service
78001028,2025-10-07,EUR,411954.12,55295.86,Debit,51493,CC101,,,Environmental Compliance Audits,Service
78001028,2025-04-21,EUR,-40498.83,-5436.08,Credit,51645,CC100,,,Global Tax Advisory Services,Service
78001028,2025-01-13,EUR,-41846.53,-5616.98,Credit,59210,CC107,,,Global Tax Advisory Services,Service
78001028,2025-09-22,EUR,5949649.31,798610.65,Debit,56616,CC108,,,Employee Relocation Services,Service
78001028,2025-01-07,EUR,7352545.94,986918.92,Debit,51645,CC101,,,Sustainability Reporting Consulting,Service
78001028,2025-08-04,EUR,-2370228.28,-318151.45,Credit,55399,CC105,,,Regional Payroll Processing Services,Service
78001028,2025-12-11,EUR,-21361.86,-2867.36,Credit,59210,CC106,,,Regional Payroll Processing Services,Service
78001028,2025-11-29,EUR,-202584.26,-27192.52,Credit,59210,CC106,,,Regional Payroll Processing Services,Service
78001028,2025-04-06,EUR,155399.35,20858.97,Debit,58510,CC104,,,Custom E-commerce Platform Support,Service
78001028,2025-04-30,EUR,1340429.04,179923.36,Debit,58510,CC103,,,IT Helpdesk and Support Contract,Service
78001028,2025-04-29,EUR,-62346.97,-8368.72,Credit,55399,CC108,,,Janitorial Services,Service
78001028,2025-04-22,EUR,-3336316.73,-447827.75,Credit,55399,CC108,,,Janitorial Services,Service
78001028,2025-04-30,EUR,570528.27,76580.98,Debit,56616,CC107,,,Janitorial Services,Service
78001028,2025-08-29,EUR,6380384.86,856427.5,Debit,56616,CC107,,,Translation and Localization Services,Service
78001028,2025-08-30,EUR,1791584.21,240481.1,Debit,59210,CC102,,,Translation and Localization Services,Service
78001028,2025-08-06,EUR,224027.52,30070.81,Debit,56616,CC104,,,Translation and Localization Services,Service
78001028,2025-11-04,EUR,3906905.37,524416.83,Debit,51645,CC105,,,Custom CRM Support and Maintenance,Service
78001028,2025-12-13,EUR,1947.72,261.44,Debit,55399,CC106,,,Custom CRM Support and Maintenance,Service
78001028,2025-06-17,EUR,2187898.18,293677.61,Debit,51493,CC104,,,Custom CRM Support and Maintenance,Service
78001028,2025-07-08,EUR,-2351995.98,-315704.16,Credit,59210,CC106,,,Travel Management Services,Service
78001028,2025-06-15,EUR,4604812.6,618095.65,Debit,59210,CC106,,,Travel Management Services,Service
78001028,2025-04-06,EUR,12871.09,1727.66,Debit,51645,CC107,,,Digital Content Production Services,Service
78001028,2025-12-26,EUR,1786280.98,239769.26,Debit,56629,CC105,,,Digital Content Production Services,Service
78001028,2025-12-01,EUR,-5225401.25,-701396.14,Credit,51493,CC109,,,Corporate Training Programs,Service
78001028,2025-09-30,EUR,197956.04,26571.28,Debit,51645,CC106,,,Corporate Training Programs,Service
78001028,2025-02-24,EUR,58720.57,7881.96,Debit,51645,CC108,,,Recruitment Agency Fees,Service
78001028,2025-01-03,EUR,-1676378.32,-225017.22,Credit,58510,CC108,,,Waste Management Contract,Service
78001028,2025-12-11,EUR,586289.17,78696.53,Debit,56629,CC100,,,Waste Management Contract,Service
78001028,2025-09-03,EUR,-60913.75,-8176.34,Credit,56629,CC105,,,Document Shredding Services,Service
78001028,2025-05-26,EUR,-3778358.24,-507162.18,Credit,51493,CC100,,,Accounting and Audit Services,Service
78001028,2025-01-10,EUR,8366.08,1122.96,Debit,56629,CC107,,,Accounting and Audit Services,Service
78001028,2025-03-28,EUR,285858.53,38370.27,Debit,51493,CC100,,,Accounting and Audit Services,Service
78001028,2025-11-11,EUR,201933.42,27105.16,Debit,56629,CC107,,,Accounting and Audit Services,Service
78001028,2025-12-27,EUR,-396441.13,-53213.57,Credit,55399,CC107,,,Legal Document Review Fees,Service
78001028,2025-01-22,EUR,508281.63,68225.72,Debit,56616,CC107,,,Legal Document Review Fees,Service
78001028,2025-05-28,EUR,-2920520.23,-392016.14,Credit,55399,CC105,,,Telecommunications Services,Service
