DocumentNumber,Date,Currency,AmountDKK,AmountEUR,Type,GLAccount,CostCenter,ItemName,SourceType
78001015,2025-01-19,EUR,5690198.59,763785.05,Debit,56616,CC107,Recruitment Agency Fees,Service
78001015,2025-01-24,EUR,750136.54,100689.47,Debit,51645,CC108,Recruitment Agency Fees,Service
78001015,2025-07-08,EUR,130703.08,17544.04,Debit,56616,CC107,Health and Safety Audits,Service
78001015,2025-02-28,EUR,3772907.87,506430.59,Debit,51493,CC108,Health and Safety Audits,Service
78001015,2025-07-23,EUR,3778675.2,507204.72,Debit,51493,CC105,Office Security Services,Service
78001015,2025-09-16,EUR,-318799.57,-42791.89,Credit,58510,CC108,Waste Management Contract,Service
78001015,2025-08-31,EUR,-19878.46,-2668.25,Credit,51493,CC108,Waste Management Contract,Service
78001015,2025-06-22,EUR,435438.67,58448.14,Debit,51493,CC108,Waste Management Contract,Service
78001015,2025-08-30,EUR,19878.46,2668.25,Debit,51493,CC108,Waste Management Contract,Service
78001015,2025-05-16,EUR,-1661827.21,-223064.06,Credit,59210,CC106,Document Shredding Services,Service
78001015,2025-05-29,EUR,-943661.6,-126665.99,Credit,56616,CC101,Document Shredding Services,Service
78001015,2025-09-19,EUR,-5009054.64,-672356.33,Credit,59210,CC106,Document Shredding Services,Service
78001015,2025-03-20,EUR,-2361735.64,-317011.5,Credit,56629,CC105,Document Shredding Services,Service
78001015,2025-12-30,EUR,2211528.09,296849.41,Debit,56629,CC107,Accounting and Audit Services,Service
78001015,2025-03-20,EUR,-38046.61,-5106.93,Credit,55399,CC107,Legal Document Review Fees,Service
78001015,2025-09-15,EUR,-592445.37,-79522.87,Credit,51493,CC108,Microsoft 365 Enterprise License,Service
78001015,2025-01-18,EUR,-49162.44,-6598.99,Credit,51493,CC108,Microsoft 365 Enterprise License,Service
78001015,2025-11-25,EUR,5852.29,785.54,Debit,55399,CC100,Microsoft 365 Enterprise License,Service
78001015,2025-09-26,EUR,244367.15,32800.96,Debit,55399,CC100,Microsoft 365 Enterprise License,Service
78001015,2025-12-18,EUR,-5504725.03,-738889.27,Credit,59210,CC102,Telecommunications Services,Service
78001015,2025-12-08,EUR,-95460.71,-12813.52,Credit,56616,CC101,Telecommunications Services,Service
78001015,2025-02-28,EUR,-4719938.26,-633548.76,Credit,59210,CC104,Adobe Creative Cloud Subscription,Service
78001015,2025-08-28,EUR,784285.76,105273.26,Debit,59210,CC104,Adobe Creative Cloud Subscription,Service
78001015,2025-08-29,EUR,2564789.86,344267.1,Debit,59210,CC109,Adobe Creative Cloud Subscription,Service
78001015,2025-10-18,EUR,-2268573.71,-304506.54,Credit,51493,CC101,Power BI Pro License,Service
78001015,2025-09-09,EUR,-3648143.82,-489683.73,Credit,59210,CC103,Power BI Pro License,Service
78001015,2025-08-09,EUR,-1319.05,-177.05,Credit,51645,CC101,Power BI Pro License,Service
78001015,2025-03-19,EUR,-22667.52,-3042.62,Credit,58510,CC108,Domain Registration and Hosting,Service
78001015,2025-10-21,EUR,-46402.77,-6228.56,Credit,58510,CC101,Expense Management Software License,Service
78001015,2025-02-28,EUR,-522308.26,-70108.49,Credit,58510,CC103,Expense Management Software License,Service
78001015,2025-11-16,EUR,-1267166.5,-170089.46,Credit,55399,CC106,Time Tracking Software Subscription,Service
78001015,2025-03-25,EUR,1521.04,204.17,Debit,55399,CC106,Time Tracking Software Subscription,Service
78001015,2025-05-02,EUR,-4106175.73,-551164.53,Credit,55399,CC102,E-signature Platform Subscription (DocuSign),Service
78001015,2025-04-23,EUR,2266646.1,304247.8,Debit,58510,CC102,E-signature Platform Subscription (DocuSign),Service
78001015,2025-01-31,EUR,-149.47,-20.06,Credit,51645,CC101,Online Survey Tool Subscription,Service
78001015,2025-11-09,EUR,-35917.63,-4821.16,Credit,59210,CC109,Online Survey Tool Subscription,Service
78001016,2025-08-28,EUR,186149692.24,24986535.87,Debit,51493,CC104,3PL (Third-Party Logistics) Services,Service
78001016,2025-05-29,EUR,-78013911.25,-10471665.94,Credit,42307,CC108,ABS Plastic Resin (Acrylonitrile Butadiene Styrene),Procurement
78001016,2025-03-03,EUR,-878644.2,-117938.82,Credit,40211,CC107,ABS Plastic Resin (Acrylonitrile Butadiene Styrene),Procurement
78001016,2025-02-19,EUR,1766323.46,237090.4,Debit,40211,CC102,High-Impact Polystyrene (HIPS),Procurement
78001016,2025-07-17,EUR,-307908.54,-41330.01,Credit,45015,CC105,Polyethylene Packaging Film,Procurement
78001016,2025-07-04,EUR,-1166526.47,-156580.73,Credit,45015,CC103,Injection Molding Machinery Spare Parts,Procurement
78001016,2025-10-13,EUR,-4896960.48,-657310.13,Credit,45015,CC103,Injection Molding Machinery Spare Parts,Procurement
78001016,2025-09-28,EUR,-3477964.11,-466840.82,Credit,40211,CC102,Automated Sorting System Components,Procurement
78001016,2025-03-02,EUR,-11762256.82,-1578826.42,Credit,40211,CC108,Silicone Rubber for Minifigure Accessories,Procurement
78001016,2025-05-05,EUR,-2961242.16,-397482.17,Credit,45015,CC109,Custom Steel Molds for Bricks,Procurement
78001016,2025-12-01,EUR,-35041144.53,-4703509.33,Credit,42307,CC109,Custom Steel Molds for Bricks,Procurement
78001016,2025-05-28,EUR,-11480162.73,-1540961.44,Credit,42307,CC108,Boxboard Packaging Cartons,Procurement
78001016,2025-07-01,EUR,-2426384.03,-325689.13,Credit,40211,CC107,Boxboard Packaging Cartons,Procurement
78001016,2025-11-04,EUR,4892018.34,656646.76,Debit,40211,CC107,Boxboard Packaging Cartons,Procurement
78001016,2025-04-30,EUR,-16933662.78,-2272974.87,Credit,40211,CC107,Primary Cardboard Shipping Boxes,Procurement
78001016,2025-03-10,EUR,674635.51,90555.1,Debit,45015,CC104,Printing Inks for Packaging,Procurement
78001016,2025-01-30,EUR,-1370952.63,-184020.49,Credit,40211,CC109,Thermal Transfer Barcode Labels,Procurement
78001016,2025-11-17,EUR,-16861803.83,-2263329.37,Credit,40211,CC108,Thermal Transfer Barcode Labels,Procurement
78001016,2025-11-23,EUR,-169456.43,-22745.83,Credit,40211,CC102,Warehouse Conveyor Belts,Procurement
78001016,2025-08-27,EUR,3258859.5,437430.81,Debit,40721,CC100,Warehouse Conveyor Belts,Procurement
78001016,2025-02-16,EUR,3483025.6,467520.21,Debit,40211,CC103,Warehouse Conveyor Belts,Procurement
78001016,2025-03-05,EUR,-4030261.43,-540974.69,Credit,42307,CC100,Shrink Wrap Film,Procurement
78001016,2025-09-02,EUR,5523149.25,741362.32,Debit,40721,CC101,Shrink Wrap Film,Procurement
78001016,2025-06-22,EUR,-1214.37,-163.0,Credit,42307,CC107,Robotic Arm Grippers & End Effectors,Procurement
78001016,2025-09-27,EUR,5540501.54,743691.48,Debit,40211,CC106,Robotic Arm Grippers & End Effectors,Procurement
78001016,2025-12-22,EUR,412641.02,55388.06,Debit,40721,CC101,Electric Motors for Assembly Lines,Procurement
78001016,2025-10-16,EUR,853599.24,114577.08,Debit,40721,CC102,Steel Pallets and Racking,Procurement
78001016,2025-11-08,EUR,-15741477.7,-2112950.03,Credit,40721,CC105,Automated Guided Vehicle (AGV) Batteries,Procurement
78001016,2025-05-16,EUR,60180.94,8077.98,Debit,40721,CC105,Automated Guided Vehicle (AGV) Batteries,Procurement
78001016,2025-12-25,EUR,1750241.75,234931.78,Debit,40211,CC109,Automated Guided Vehicle (AGV) Batteries,Procurement
78001016,2025-08-04,EUR,-1575555.55,-211483.97,Credit,45015,CC105,RFID Tags for Inventory Tracking,Procurement
78001016,2025-11-08,EUR,-3234668.72,-434183.72,Credit,40211,CC101,Industrial Cleaning Chemicals,Procurement
78001016,2025-09-29,EUR,6919595.4,928804.75,Debit,40211,CC104,Industrial Cleaning Chemicals,Procurement
78001016,2025-11-29,EUR,-14343061.83,-1925243.2,Credit,40211,CC109,Mold Release Agents,Procurement
78001016,2025-11-29,EUR,-1254.74,-168.42,Credit,40211,CC108,Mold Release Agents,Procurement
78001016,2025-07-12,EUR,2465779.31,330977.09,Debit,40211,CC109,Mold Release Agents,Procurement
78001016,2025-03-12,EUR,8221736.5,1103588.79,Debit,40211,CC108,Mold Release Agents,Procurement
78001016,2025-04-02,EUR,114423.14,15358.81,Debit,40211,CC101,Mold Release Agents,Procurement
78001016,2025-01-03,EUR,-560235.18,-75199.35,Credit,40721,CC105,Safety Workwear (PPE),Procurement
78001016,2025-06-11,EUR,-990376.5,-132936.44,Credit,45015,CC105,Sensor Modules (for Automation),Procurement
78001016,2025-09-16,EUR,5548935.58,744823.57,Debit,45015,CC105,Sensor Modules (for Automation),Procurement
78001016,2025-08-11,EUR,-892174.36,-119754.95,Credit,42307,CC102,Industrial Adhesives & Solvents,Procurement
78001016,2025-01-18,EUR,8544517.4,1146915.09,Debit,45015,CC109,Circuit Boards for Machine Controls,Procurement
78001016,2025-06-21,EUR,-4690672.3,-629620.44,Credit,45015,CC102,Replacement Conveyor Rollers,Procurement
78001016,2025-01-07,EUR,563648.53,75657.52,Debit,40211,CC102,Replacement Conveyor Rollers,Procurement
78001016,2025-11-24,EUR,-1897502.86,-254698.37,Credit,42307,CC102,HVAC Filters and Components,Procurement
78001016,2025-02-10,EUR,-5397326.21,-724473.32,Credit,40721,CC105,HVAC Filters and Components,Procurement
78001016,2025-08-02,EUR,-885056.29,-118799.5,Credit,42307,CC102,HVAC Filters and Components,Procurement
78001016,2025-04-15,EUR,0.0,0.0,Debit,42307,CC102,HVAC Filters and Components,Procurement
78001016,2025-04-16,EUR,3947412.65,529854.05,Debit,45015,CC105,HVAC Filters and Components,Procurement
78001016,2025-12-28,EUR,203348.46,27295.1,Debit,45015,CC107,Forklift Spare Parts,Procurement
78001016,2025-06-23,EUR,8060672.45,1081969.46,Debit,45015,CC107,Forklift Spare Parts,Procurement
78001016,2025-11-08,EUR,199937.32,26837.22,Debit,45015,CC107,Forklift Spare Parts,Procurement
78001016,2025-07-30,EUR,2355376.22,316157.88,Debit,45015,CC107,Forklift Spare Parts,Procurement
78001016,2025-09-29,EUR,-786097.4,-105516.43,Credit,40721,CC105,Waste Management Bins & Bags,Procurement
78001016,2025-06-11,EUR,-53981.33,-7245.82,Credit,40211,CC105,Hydraulic Fluid for Machines,Procurement
78001016,2025-09-23,EUR,-5696894.37,-764683.81,Credit,40211,CC100,Hydraulic Fluid for Machines,Procurement
78001016,2025-09-13,EUR,4918409.69,660189.22,Debit,40211,CC100,Hydraulic Fluid for Machines,Procurement
78001016,2025-12-05,EUR,-2902774.53,-389634.17,Credit,45015,CC102,First Aid Kit Supplies,Procurement
78001016,2025-05-30,EUR,-2641666.58,-354586.12,Credit,40721,CC105,First Aid Kit Supplies,Procurement
78001016,2025-11-25,EUR,2445853.99,328302.55,Debit,45015,CC106,Industrial Batteries (General),Procurement
78001016,2025-07-22,EUR,-4207114.53,-564713.36,Credit,45015,CC108,Employee Uniforms,Procurement
78001016,2025-12-07,EUR,-1024551.36,-137523.67,Credit,40211,CC107,Lockout/Tagout Devices,Procurement
78001016,2025-04-15,EUR,-80831.41,-10849.85,Credit,40211,CC107,Lockout/Tagout Devices,Procurement
78001016,2025-05-25,EUR,-453478.55,-60869.6,Credit,42307,CC107,Janitorial Paper Products,Procurement
78001016,2025-07-11,EUR,2738832.32,367628.5,Debit,42307,CC104,Janitorial Paper Products,Procurement
78001016,2025-11-28,EUR,2674040.44,358931.6,Debit,40721,CC105,Janitorial Paper Products,Procurement
78001016,2025-01-31,EUR,219287.1,29434.51,Debit,42307,CC106,Copy Paper,Procurement
78001016,2025-10-08,EUR,103500.47,13892.68,Debit,40211,CC105,Copy Paper,Procurement
78001016,2025-09-07,EUR,738429.84,99118.1,Debit,40211,CC105,Copy Paper,Procurement
78001016,2025-10-10,EUR,708360.79,95081.99,Debit,42307,CC108,"Standard Office Stationery (Pens, Notebooks)",Procurement
78001016,2025-05-23,EUR,-10043609.75,-1348135.54,Credit,40721,CC105,Coffee and Breakroom Supplies,Procurement
78001016,2025-09-28,EUR,1137633.41,152702.47,Debit,40211,CC105,Office Waste Bins,Procurement
78001016,2025-11-03,EUR,-208149.79,-27939.57,Credit,40211,CC108,Desk Organizers,Procurement
78001016,2025-01-05,EUR,190643.74,25589.76,Debit,40211,CC108,Desk Organizers,Procurement
78001016,2025-06-16,EUR,119256.39,16007.57,Debit,45015,CC101,Calendar and Wall Planners,Procurement
78001016,2025-08-28,EUR,-651444.44,-87442.21,Credit,42307,CC109,Batteries (AA/AAA),Procurement
78001016,2025-10-23,EUR,-7473566.92,-1003163.34,Credit,56629,CC101,Strategic IT Infrastructure Implementation,Service
78001016,2025-01-30,EUR,21003876.98,2819312.35,Debit,56629,CC101,Strategic IT Infrastructure Implementation,Service
78001016,2025-08-10,EUR,-39062411.12,-5243276.66,Credit,51645,CC102,Manufacturing Equipment Maintenance Contract,Service
78001016,2025-07-17,EUR,-6541228.37,-878017.23,Credit,51493,CC105,International Marketing Campaign Management,Service
78001016,2025-10-27,EUR,-5941301.8,-797490.17,Credit,56616,CC105,SAP Enterprise License,Service
78001016,2025-03-04,EUR,5186367.08,696156.66,Debit,58510,CC102,Product Safety Certification and Testing,Service
78001016,2025-04-11,EUR,-1364342.01,-183133.16,Credit,55399,CC107,Large-Scale Event Sponsorship Fees,Service
78001016,2025-01-19,EUR,18478321.79,2480311.65,Debit,55399,CC101,Large-Scale Event Sponsorship Fees,Service
78001016,2025-08-18,EUR,1396018.03,187384.97,Debit,56616,CC104,Large-Scale Event Sponsorship Fees,Service
78001016,2025-12-18,EUR,7129.43,956.97,Debit,55399,CC106,Brand Licensing Agreements,Service
78001016,2025-10-27,EUR,525502.64,70537.27,Debit,59210,CC105,Brand Licensing Agreements,Service
78001016,2025-03-12,EUR,-7789419.0,-1045559.6,Credit,51645,CC109,Packaging Design and Procurement,Service
78001016,2025-03-25,EUR,439153.18,58946.74,Debit,51645,CC109,Packaging Design and Procurement,Service
78001016,2025-01-24,EUR,3011486.88,404226.43,Debit,58510,CC100,Packaging Design and Procurement,Service
78001016,2025-05-16,EUR,6899996.33,926174.0,Debit,51645,CC109,Packaging Design and Procurement,Service
78001016,2025-05-24,EUR,-4292509.29,-576175.74,Credit,55399,CC106,Customs Brokerage Services,Service
78001016,2025-09-11,EUR,2564968.33,344291.05,Debit,56629,CC104,Market Research and Consumer Insights,Service
78001016,2025-07-11,EUR,-111098.62,-14912.57,Credit,56616,CC101,Corporate Insurance Brokerage,Service
78001016,2025-08-28,EUR,-6751908.0,-906296.38,Credit,51493,CC104,3PL (Third-Party Logistics) Services,Service
78001016,2025-08-31,EUR,-1242856.4,-166826.36,Credit,51493,CC104,3PL (Third-Party Logistics) Services,Service
78001016,2025-10-29,EUR,6751908.0,906296.38,Debit,51493,CC102,3PL (Third-Party Logistics) Services,Service
78001016,2025-08-06,EUR,853951.59,114624.37,Debit,56629,CC104,3PL (Third-Party Logistics) Services,Service
78001016,2025-11-14,EUR,-1119455.75,-150262.52,Credit,59210,CC108,Digital Transformation Consulting,Service
78001016,2025-08-28,EUR,-1857146.23,-249281.37,Credit,51645,CC105,Recruitment Process Outsourcing (RPO),Service
78001016,2025-06-12,EUR,-770811.49,-103464.63,Credit,56629,CC101,Facilities Management Contract,Service
78001016,2025-04-30,EUR,24659586.39,3310011.6,Debit,56629,CC101,Facilities Management Contract,Service
78001016,2025-09-29,EUR,1166870.07,156626.86,Debit,59210,CC100,Environmental Compliance Audits,Service
78001016,2025-08-18,EUR,520511.91,69867.37,Debit,51493,CC101,Environmental Compliance Audits,Service
78001016,2025-08-02,EUR,1882968.72,252747.48,Debit,56616,CC107,Global Tax Advisory Services,Service
78001016,2025-03-26,EUR,-1044324.97,-140177.85,Credit,58510,CC107,Sustainability Reporting Consulting,Service
78001016,2025-12-01,EUR,2094205.83,281101.45,Debit,58510,CC107,Sustainability Reporting Consulting,Service
78001016,2025-08-09,EUR,3189525.42,428124.22,Debit,58510,CC107,Sustainability Reporting Consulting,Service
78001016,2025-09-09,EUR,-5236080.55,-702829.6,Credit,55399,CC105,Regional Payroll Processing Services,Service
78001016,2025-04-27,EUR,-4166124.25,-559211.31,Credit,56629,CC102,Regional Payroll Processing Services,Service
78001016,2025-08-30,EUR,333926.69,44822.37,Debit,56629,CC102,Regional Payroll Processing Services,Service
78001016,2025-10-08,EUR,-4708816.79,-632055.94,Credit,59210,CC105,Custom E-commerce Platform Support,Service
78001016,2025-02-07,EUR,-11317754.27,-1519161.65,Credit,58510,CC101,Custom E-commerce Platform Support,Service
78001016,2025-05-13,EUR,-2786440.73,-374018.89,Credit,55399,CC100,Custom E-commerce Platform Support,Service
78001016,2025-05-23,EUR,-1146120.07,-153841.62,Credit,56616,CC107,IT Helpdesk and Support Contract,Service
78001016,2025-11-26,EUR,-16626.54,-2231.75,Credit,56629,CC105,Janitorial Services,Service
78001016,2025-10-17,EUR,128912.69,17303.72,Debit,56616,CC103,Janitorial Services,Service
78001016,2025-02-09,EUR,887051.11,119067.26,Debit,56629,CC105,Janitorial Services,Service
78001016,2025-12-14,EUR,-536190.65,-71971.9,Credit,59210,CC102,Translation and Localization Services,Service
78001016,2025-12-25,EUR,-11060826.35,-1484674.68,Credit,51645,CC102,Custom CRM Support and Maintenance,Service
78001016,2025-04-08,EUR,-1093441.88,-146770.72,Credit,51645,CC102,Custom CRM Support and Maintenance,Service
78001016,2025-03-26,EUR,4061017.47,545103.02,Debit,51645,CC105,Custom CRM Support and Maintenance,Service
78001016,2025-11-05,EUR,1000015.31,134230.24,Debit,55399,CC106,Custom CRM Support and Maintenance,Service
78001016,2025-09-15,EUR,890444.19,119522.71,Debit,55399,CC106,Custom CRM Support and Maintenance,Service
78001016,2025-01-07,EUR,-70913.84,-9518.64,Credit,51493,CC108,Travel Management Services,Service
78001016,2025-07-03,EUR,30816.86,4136.49,Debit,51493,CC108,Travel Management Services,Service
78001016,2025-08-09,EUR,3455157.51,463779.53,Debit,56629,CC105,Digital Content Production Services,Service
78001016,2025-11-22,EUR,3259703.64,437544.11,Debit,56629,CC105,Digital Content Production Services,Service
78001016,2025-12-13,EUR,43874.39,5889.18,Debit,56629,CC105,Digital Content Production Services,Service
78001016,2025-02-28,EUR,2184464.68,293216.74,Debit,51645,CC107,Digital Content Production Services,Service
78001016,2025-12-11,EUR,617853.73,82933.39,Debit,51493,CC109,Corporate Training Programs,Service
78001016,2025-05-27,EUR,625234.34,83924.07,Debit,51645,CC106,Corporate Training Programs,Service
78001016,2025-01-15,EUR,829102.43,111288.92,Debit,51493,CC109,Corporate Training Programs,Service
78001016,2025-01-20,EUR,-826791.86,-110978.77,Credit,56629,CC100,Recruitment Agency Fees,Service
78001016,2025-11-04,EUR,-2507819.55,-336620.07,Credit,51493,CC108,Health and Safety Audits,Service
78001016,2025-01-31,EUR,3509575.66,471083.98,Debit,56616,CC107,Health and Safety Audits,Service
78001016,2025-11-15,EUR,-519418.88,-69720.66,Credit,56629,CC103,Office Security Services,Service
78001016,2025-11-27,EUR,2030202.97,272510.47,Debit,51493,CC105,Office Security Services,Service
78001016,2025-01-27,EUR,-806193.02,-108213.83,Credit,58510,CC108,Waste Management Contract,Service
78001016,2025-03-24,EUR,-1957075.12,-262694.65,Credit,51493,CC108,Waste Management Contract,Service
78001016,2025-02-28,EUR,573071.23,76922.31,Debit,51493,CC108,Waste Management Contract,Service
78001016,2025-08-28,EUR,2797605.02,375517.45,Debit,59210,CC105,Document Shredding Services,Service
78001016,2025-07-03,EUR,446624.59,59949.61,Debit,51493,CC100,Accounting and Audit Services,Service
78001016,2025-11-29,EUR,306258.91,41108.58,Debit,56629,CC107,Accounting and Audit Services,Service
78001016,2025-06-19,EUR,-912708.66,-122511.23,Credit,55399,CC107,Legal Document Review Fees,Service
78001016,2025-04-03,EUR,3001540.0,402891.28,Debit,56616,CC107,Legal Document Review Fees,Service
78001016,2025-06-16,EUR,-5852.29,-785.54,Credit,55399,CC100,Microsoft 365 Enterprise License,Service
78001016,2025-12-18,EUR,1046157.68,140423.85,Debit,55399,CC100,Microsoft 365 Enterprise License,Service
78001016,2025-07-09,EUR,-3111843.82,-417697.16,Credit,59210,CC102,Telecommunications Services,Service
78001016,2025-01-27,EUR,764786.42,102655.9,Debit,59210,CC102,Telecommunications Services,Service
78001016,2025-09-15,EUR,-91929.31,-12339.5,Credit,59210,CC104,Adobe Creative Cloud Subscription,Service
78001016,2025-10-08,EUR,91929.31,12339.5,Debit,55399,CC104,Adobe Creative Cloud Subscription,Service
78001016,2025-01-17,EUR,1573828.93,211252.21,Debit,55399,CC104,Adobe Creative Cloud Subscription,Service
78001016,2025-11-08,EUR,-586364.54,-78706.65,Credit,51493,CC102,Video Conferencing Platform Subscription (Zoom),Service
78001016,2025-11-12,EUR,1856145.24,249147.01,Debit,51645,CC102,Video Conferencing Platform Subscription (Zoom),Service
78001016,2025-01-06,EUR,26525.43,3560.46,Debit,51493,CC102,Video Conferencing Platform Subscription (Zoom),Service
78001016,2025-11-04,EUR,102297.09,13731.15,Debit,58510,CC101,Power BI Pro License,Service
78001016,2025-07-17,EUR,-1949837.12,-261723.1,Credit,59210,CC103,Antivirus Software Subscription,Service
78001016,2025-12-28,EUR,3755233.76,504058.22,Debit,58510,CC103,Antivirus Software Subscription,Service
78001016,2025-02-19,EUR,-30334.12,-4071.69,Credit,55399,CC106,Domain Registration and Hosting,Service
78001016,2025-10-08,EUR,112390.65,15085.99,Debit,55399,CC106,Domain Registration and Hosting,Service
78001016,2025-03-07,EUR,652060.78,87524.94,Debit,58510,CC108,Domain Registration and Hosting,Service
78001016,2025-12-23,EUR,-4978600.03,-668268.46,Credit,51645,CC103,Cloud File Storage Plan (OneDrive/Dropbox),Service
78001016,2025-07-12,EUR,-23876.57,-3204.91,Credit,55399,CC102,Cloud File Storage Plan (OneDrive/Dropbox),Service
78001016,2025-03-03,EUR,2827380.17,379514.12,Debit,59210,CC100,Cloud File Storage Plan (OneDrive/Dropbox),Service
78001016,2025-01-03,EUR,87200.08,11704.71,Debit,55399,CC106,Time Tracking Software Subscription,Service
78001016,2025-06-15,EUR,-2266646.1,-304247.8,Credit,58510,CC102,E-signature Platform Subscription (DocuSign),Service
78001016,2025-06-11,EUR,-80959.91,-10867.1,Credit,51493,CC103,E-signature Platform Subscription (DocuSign),Service
78001016,2025-04-25,EUR,-377714.59,-50699.94,Credit,58510,CC102,E-signature Platform Subscription (DocuSign),Service
78001016,2025-08-01,EUR,-375271.59,-50372.03,Credit,59210,CC109,Online Survey Tool Subscription,Service
78001016,2025-03-04,EUR,-3265051.18,-438261.9,Credit,59210,CC109,Online Survey Tool Subscription,Service
78001016,2025-03-21,EUR,149247.64,20033.24,Debit,56616,CC101,Online Survey Tool Subscription,Service
78001016,2025-08-08,EUR,721932.49,96903.69,Debit,59210,CC109,Online Survey Tool Subscription,Service
78001017,2025-05-27,DKK,-430278652.55,-57755523.83,Credit,56629,CC109,International Marketing Campaign Management,Service
78001017,2025-04-30,DKK,227453598.0,30530684.3,Debit,40211,CC107,ABS Plastic Resin (Acrylonitrile Butadiene Styrene),Procurement
78001017,2025-01-20,DKK,110587750.48,14843993.35,Debit,40721,CC108,ABS Plastic Resin (Acrylonitrile Butadiene Styrene),Procurement
78001017,2025-03-10,DKK,62589642.38,8401294.28,Debit,40211,CC107,ABS Plastic Resin (Acrylonitrile Butadiene Styrene),Procurement
78001017,2025-11-06,DKK,-1766323.46,-237090.4,Credit,40211,CC102,High-Impact Polystyrene (HIPS),Procurement
78001017,2025-08-05,DKK,4596297.39,616952.67,Debit,45015,CC103,High-Impact Polystyrene (HIPS),Procurement
78001017,2025-12-11,DKK,-2670440.06,-358448.33,Credit,45015,CC103,Polyethylene Packaging Film,Procurement
78001017,2025-01-12,DKK,-36321317.71,-4875344.66,Credit,45015,CC105,Polyethylene Packaging Film,Procurement
78001017,2025-12-18,DKK,6719056.74,901886.81,Debit,45015,CC102,Injection Molding Machinery Spare Parts,Procurement
78001017,2025-07-22,DKK,7854103.64,1054242.1,Debit,40211,CC102,Automated Sorting System Components,Procurement
78001017,2025-04-06,DKK,25008254.89,3356812.74,Debit,40211,CC102,Automated Sorting System Components,Procurement
78001017,2025-12-08,DKK,-223879.87,-30050.99,Credit,40721,CC103,Silicone Rubber for Minifigure Accessories,Procurement
78001017,2025-07-23,DKK,-448121.7,-60150.56,Credit,40211,CC108,Silicone Rubber for Minifigure Accessories,Procurement
78001017,2025-01-19,DKK,223879.87,30050.99,Debit,40721,CC103,Silicone Rubber for Minifigure Accessories,Procurement
78001017,2025-04-02,DKK,-23716923.04,-3183479.6,Credit,45015,CC109,Custom Steel Molds for Bricks,Procurement
78001017,2025-06-14,DKK,-23424289.78,-3144199.97,Credit,42307,CC109,Custom Steel Molds for Bricks,Procurement
78001017,2025-09-01,DKK,2602727.04,349359.33,Debit,42307,CC109,Custom Steel Molds for Bricks,Procurement
78001017,2025-11-06,DKK,-7375052.52,-989939.94,Credit,42307,CC108,Boxboard Packaging Cartons,Procurement
78001017,2025-06-04,DKK,-15151463.47,-2033753.49,Credit,42307,CC108,Boxboard Packaging Cartons,Procurement
78001017,2025-11-17,DKK,-21944030.33,-2945507.43,Credit,42307,CC108,Boxboard Packaging Cartons,Procurement
78001017,2025-09-15,DKK,14239784.87,1911380.52,Debit,40211,CC107,Boxboard Packaging Cartons,Procurement
78001017,2025-03-25,DKK,7686135.08,1031695.98,Debit,42307,CC108,Boxboard Packaging Cartons,Procurement
78001017,2025-07-25,DKK,2593815.56,348163.16,Debit,40721,CC104,Primary Cardboard Shipping Boxes,Procurement
78001017,2025-04-17,DKK,13913743.04,1867616.52,Debit,42307,CC105,Primary Cardboard Shipping Boxes,Procurement
78001017,2025-05-02,DKK,632894.07,84952.22,Debit,40721,CC109,Printing Inks for Packaging,Procurement
78001017,2025-02-16,DKK,676658.61,90826.66,Debit,40211,CC109,Thermal Transfer Barcode Labels,Procurement
78001017,2025-01-15,DKK,-1170369.01,-157096.51,Credit,40211,CC103,Warehouse Conveyor Belts,Procurement
78001017,2025-01-18,DKK,-23673132.36,-3177601.66,Credit,40211,CC102,Warehouse Conveyor Belts,Procurement
78001017,2025-07-25,DKK,166302.24,22322.45,Debit,45015,CC105,Warehouse Conveyor Belts,Procurement
78001017,2025-08-10,DKK,5925139.97,795320.8,Debit,40721,CC100,Warehouse Conveyor Belts,Procurement
78001017,2025-11-03,DKK,3713.7,498.48,Debit,42307,CC100,Shrink Wrap Film,Procurement
78001017,2025-02-14,DKK,4074899.94,546966.43,Debit,40721,CC101,Shrink Wrap Film,Procurement
78001017,2025-09-02,DKK,836633.83,112299.84,Debit,40211,CC106,Robotic Arm Grippers & End Effectors,Procurement
78001017,2025-08-13,DKK,828028.76,111144.8,Debit,42307,CC108,Electric Motors for Assembly Lines,Procurement
78001017,2025-09-16,DKK,8135876.62,1092063.98,Debit,42307,CC108,Electric Motors for Assembly Lines,Procurement
78001017,2025-02-12,DKK,-229129.96,-30755.7,Credit,40211,CC109,Steel Pallets and Racking,Procurement
78001017,2025-08-08,DKK,-1945599.36,-261154.28,Credit,40721,CC102,Steel Pallets and Racking,Procurement
78001017,2025-12-23,DKK,3071405.54,412269.2,Debit,40721,CC107,Steel Pallets and Racking,Procurement
78001017,2025-09-04,DKK,1113361.01,149444.43,Debit,45015,CC100,Steel Pallets and Racking,Procurement
78001017,2025-07-30,DKK,7328476.51,983688.12,Debit,40721,CC105,Automated Guided Vehicle (AGV) Batteries,Procurement
78001017,2025-10-21,DKK,1266864.99,170048.99,Debit,45015,CC107,RFID Tags for Inventory Tracking,Procurement
78001017,2025-05-28,DKK,26661.64,3578.74,Debit,40721,CC109,RFID Tags for Inventory Tracking,Procurement
78001017,2025-08-29,DKK,-4349243.08,-583791.02,Credit,42307,CC103,Industrial Cleaning Chemicals,Procurement
